,Unnamed: 0.1.1,Name,Score
0,0,Akame ga Kill!,7
1,1,Bleach,7
2,2,Boku no Hero Academia,7
3,3,Capeta,7
4,4,Dragon Ball,6
6,6,Dragon Ball Kai,5
7,7,Dragon Ball Z,6
8,8,Dragon Ball Z Movie 14: Kami to Kami,6
9,9,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,8
10,10,Fairy Tail,7
12,12,Kobayashi-san Chi no Maid Dragon,7
13,13,Kono Subarashii Sekai ni Shukufuku wo!,5
14,14,Kono Subarashii Sekai ni Shukufuku wo! 2,6
18,18,Mayo Chiki!,7
20,20,Mirai Nikki (TV),7
23,23,Nanatsu no Taizai,7
24,24,Naruto,7
25,25,Naruto: Shippuuden,7
26,26,No Game No Life,8
27,27,One Piece Film: Gold,8
28,28,One Piece Film: Strong World,7
30,30,One Piece Film: Z,8
32,32,One Piece Movie 4: Dead End no Bouken,6
33,33,One Punch Man,8
34,34,Papa no Iukoto wo Kikinasai!,8
35,35,Prison School,6
36,36,Rakudai Kishi no Cavalry,7
39,39,Shingeki no Kyojin,8
40,40,Shingeki no Kyojin Season 2,8
41,41,Sora no Otoshimono,7
42,42,Sora no Otoshimono: Forte,7
43,43,Sword Art Online,8
