,Unnamed: 0.1.1,Name,Score
81,81.0,Baka to Test to Shoukanjuu Ni!,10
88,88.0,Bakuman. 2nd Season,7
90,90.0,Bakuman. 3rd Season,6
103,103.0,Black Lagoon,9
136,136.0,Break Blade 4: Sanka no Chi,8
137,137.0,Break Blade 5: Shisen no Hate,8
173,173.0,Chuunibyou demo Koi ga Shitai!,7
176,176.0,Clannad,9
177,177.0,Clannad: After Story,7
204,204.0,Cross Game,7
278,278.0,Elfen Lied,8
281,281.0,Ergo Proxy,10
289,289.0,Evangelion: 1.0 You Are (Not) Alone,9
318,318.0,FLCL,9
324,324.0,Full Metal Panic! The Second Raid,8
326,326.0,Full Moon wo Sagashite,7
327,327.0,Fullmetal Alchemist,8
328,328.0,Fullmetal Alchemist: Brotherhood,10
355,355.0,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",7
368,368.0,Ghost in the Shell,10
369,369.0,Ghost in the Shell 2.0,9
373,373.0,Ghost in the Shell: Stand Alone Complex,9
377,377.0,Ghost in the Shell: Stand Alone Complex 2nd GIG,10
381,381.0,Gin no Saji,9
382,382.0,Gin no Saji 2nd Season,9
384,384.0,Gintama,8
386,386.0,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,9
387,387.0,Gintama',8
388,388.0,Gintama': Enchousen,6
429,429.0,Hajime no Ippo: Rising,7
443,443.0,Hataraku Maou-sama!,8
456,456.0,Higashi no Eden,10
462,462.0,Higurashi no Naku Koro ni Kai,7
474,474.0,Hotarubi no Mori e,9
476,476.0,Hyouka,10
497,497.0,Isshuukan Friends.,9
511,511.0,JoJo no Kimyou na Bouken: Stardust Crusaders,6
514,514.0,Jormungand: Perfect Order,9
534,534.0,Kamisama Hajimemashita,7
551,551.0,Kara no Kyoukai 2: Satsujin Kousatsu (Zen),8
552,552.0,Kara no Kyoukai 3: Tsuukaku Zanryuu,9
553,553.0,Kara no Kyoukai 4: Garan no Dou,9
554,554.0,Kara no Kyoukai 5: Mujun Rasen,10
557,557.0,Kara no Kyoukai: Mirai Fukuin,10
571,571.0,Kill la Kill,8
576,576.0,Kimi ni Todoke,9
577,577.0,Kimi ni Todoke 2nd Season,9
