,Unnamed: 0.1.1,Name,Score
0,0,3-gatsu no Lion,10
2,2,Accel World,9
5,5,Aho Girl,5
8,8,Akagami no Shirayuki-hime,8
9,9,Akame ga Kill!,7
13,13,Aldnoah.Zero,8
14,14,Amagi Brilliant Park,8
18,18,Angel Beats!,10
21,21,Ano Natsu de Matteru,7
23,23,Ansatsu Kyoushitsu (TV),8
24,24,Ansatsu Kyoushitsu (TV) 2nd Season,8
25,25,Ao Haru Ride,8
26,26,Ao no Exorcist,6
27,27,Ao no Exorcist Movie,6
30,30,Aoki Hagane no Arpeggio: Ars Nova,8
31,31,Arakawa Under the Bridge,7
32,32,Arakawa Under the Bridge x Bridge,7
37,37,Aura: Maryuuin Kouga Saigo no Tatakai,6
39,39,Baka to Test to Shoukanjuu,8
40,40,Baka to Test to Shoukanjuu Ni!,8
42,42,Bakemono no Ko,7
43,43,Bakemonogatari,9
44,44,Bakuman.,9
45,45,Bakuman. 2nd Season,9
46,46,Bakuman. 3rd Season,9
47,47,Barakamon,5
48,48,Beelzebub,7
54,54,Binbougami ga!,9
55,55,Black Bullet,8
56,56,Blame! Movie,6
57,57,Boku no Hero Academia,8
58,58,Boku wa Tomodachi ga Sukunai,8
60,60,Boku wa Tomodachi ga Sukunai Next,8
62,62,Bokura wa Minna Kawaisou,8
64,64,Btooom!,5
70,70,Charlotte,6
71,71,Chuunibyou demo Koi ga Shitai!,9
73,73,Chuunibyou demo Koi ga Shitai! Ren,8
77,77,Clannad,9
81,81,D-Frag!,8
88,88,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,7
89,89,Danna ga Nani wo Itteiru ka Wakaranai Ken,6
90,90,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,6
91,91,Danshi Koukousei no Nichijou,7
93,93,Date A Live,7
94,94,Date A Live II,8
95,95,Date A Live Movie: Mayuri Judgment,7
98,98,Death Parade,7
99,99,Demi-chan wa Kataritai,9
103,103,Densetsu no Yuusha no Densetsu,8
105,105,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,8
108,108,Elfen Lied,4
112,112,Fairy Tail,8
114,114,Fate/stay night: Unlimited Blade Works,8
116,116,Fate/stay night: Unlimited Blade Works 2nd Season,7
117,117,Flying Witch,7
122,122,Fullmetal Alchemist: Brotherhood,9
