,Unnamed: 0.1.1,Name,Score
1,1,3-gatsu no Lion,10
2,2,91 Days,9
3,3,Air Gear,10
5,5,Ajin,10
6,6,Ajin 2nd Season,9
7,7,Akame ga Kill!,8
9,9,Akatsuki no Yona,9
10,10,Aldnoah.Zero,8
12,12,Angel Beats!,6
13,13,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,9
14,14,Another,9
15,15,Ansatsu Kyoushitsu (TV),8
16,16,Ansatsu Kyoushitsu (TV) 2nd Season,9
17,17,Ao no Exorcist,8
18,18,Ao no Exorcist: Kyoto Fujouou-hen,9
19,19,Aoi Bungaku Series,8
20,20,Arslan Senki (TV),8
22,22,Asura Cryin' 2,7
23,23,Baccano!,10
24,24,Baka to Test to Shoukanjuu,8
25,25,Baka to Test to Shoukanjuu Ni!,8
26,26,Bakemono no Ko,10
27,27,Bakemonogatari,7
28,28,Bakuman.,6
29,29,Barakamon,10
30,30,Basilisk: Kouga Ninpou Chou,9
31,31,Beelzebub,10
32,32,Binbougami ga!,7
33,33,Black Bullet,7
34,34,Black Cat,8
35,35,Black Lagoon,10
38,38,Black Lagoon: The Second Barrage,10
39,39,Bleach,9
40,40,Bleach Movie 1: Memories of Nobody,10
41,41,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,10
42,42,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,10
43,43,Bleach Movie 4: Jigoku-hen,10
44,44,Blood Lad,7
45,45,Blood+,8
46,46,Boku dake ga Inai Machi,9
47,47,Boku no Hero Academia,10
49,49,Btooom!,8
50,50,Bungou Stray Dogs,8
51,51,Bungou Stray Dogs 2nd Season,9
52,52,Byousoku 5 Centimeter,7
55,55,Chihayafuru,10
56,56,Chihayafuru 2,10
57,57,Clannad,7
58,58,Clannad: After Story,7
59,59,Claymore,10
60,60,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,9
61,61,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,9
63,63,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,8
64,64,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara,8
66,66,Code Geass: Hangyaku no Lelouch,10
67,67,Code Geass: Hangyaku no Lelouch R2,10
69,69,Cowboy Bebop,8
70,70,D.Gray-man,10
71,71,Danna ga Nani wo Itteiru ka Wakaranai Ken,8
72,72,Danshi Koukousei no Nichijou,9
73,73,Darker than Black: Kuro no Keiyakusha,10
75,75,Darker than Black: Ryuusei no Gemini,8
76,76,Death Billiards,10
77,77,Death Note,10
78,78,Death Parade,10
79,79,Dennou Coil,7
80,80,Densetsu no Yuusha no Densetsu,7
83,83,Drifters,8
84,84,Durarara!!,10
85,85,Durarara!!x2 Ketsu,10
86,86,Durarara!!x2 Shou,9
87,87,Durarara!!x2 Ten,9
