,Unnamed: 0.1.1,Name,Score
1,1.0,Accel World,8
2,2.0,Acchi Kocchi (TV),9
3,3.0,Akira,9
4,4.0,Angel Beats!,10
6,6.0,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,10
7,7.0,Another,8
8,8.0,Ansatsu Kyoushitsu (TV),9
9,9.0,Ansatsu Kyoushitsu (TV) 2nd Season,9
10,10.0,Azumanga Daioh,8
12,12.0,Baka to Test to Shoukanjuu Ni!,10
13,13.0,Bakemonogatari,9
14,14.0,Beelzebub,9
16,16.0,Bleach,9
17,17.0,Boku no Hero Academia,8
18,18.0,Boku wa Tomodachi ga Sukunai,9
19,19.0,Boku wa Tomodachi ga Sukunai Next,8
20,20.0,Bungou Stray Dogs,9
21,21.0,Bungou Stray Dogs 2nd Season,10
22,22.0,Busou Renkin,6
23,23.0,Byousoku 5 Centimeter,7
25,25.0,Charlotte,9
26,26.0,Chihayafuru,7
28,28.0,Chuunibyou demo Koi ga Shitai!,9
29,29.0,Clannad,9
31,31.0,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,8
32,32.0,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,5
33,33.0,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,7
34,34.0,Danshi Koukousei no Nichijou,10
35,35.0,Date A Live,8
36,36.0,Date A Live II,7
37,37.0,Date A Live Movie: Mayuri Judgment,6
40,40.0,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,9
41,41.0,Elfen Lied,10
43,43.0,Eureka Seven,7
44,44.0,Fairy Tail,7
45,45.0,Fate/stay night,7
46,46.0,Fate/stay night: Unlimited Blade Works,8
47,47.0,Fate/stay night: Unlimited Blade Works 2nd Season,10
48,48.0,Fate/Zero,9
49,49.0,Fate/Zero 2nd Season,9
50,50.0,Final Fantasy VII: Advent Children,6
51,51.0,Free!,6
52,52.0,Fullmetal Alchemist: Brotherhood,10
53,53.0,Gabriel DropOut,8
54,54.0,Gekkan Shoujo Nozaki-kun,10
55,55.0,Gochuumon wa Usagi desu ka?,7
56,56.0,Guilty Crown,7
57,57.0,Hanamonogatari,9
58,58.0,Hayate no Gotoku!,8
62,62.0,Hayate no Gotoku!!,6
63,63.0,Hentai Ouji to Warawanai Neko.,8
64,64.0,High School DxD,7
65,65.0,Himouto! Umaru-chan,8
66,66.0,Hunter x Hunter (2011),10
67,67.0,Hyouka,10
69,69.0,Inu x Boku SS,8
70,70.0,InuYasha,9
71,71.0,K-On!,7
72,72.0,K-On!!,9
73,73.0,Kaichou wa Maid-sama!,8
74,74.0,Kamisama Hajimemashita,6
76,76.0,Kaze no Stigma,8
77,77.0,Kekkaishi,7
78,78.0,Kill la Kill,8
81,81.0,Kimi no Na wa.,10
83,83.0,Kizumonogatari I: Tekketsu-hen,8
84,84.0,Kizumonogatari II: Nekketsu-hen,9
85,85.0,Kizumonogatari III: Reiketsu-hen,10
86,86.0,Kobayashi-san Chi no Maid Dragon,9
88,88.0,Koe no Katachi,10
89,89.0,Kokoro ga Sakebitagatterunda.,10
90,90.0,Kono Subarashii Sekai ni Shukufuku wo!,9
91,91.0,Kono Subarashii Sekai ni Shukufuku wo! 2,9
92,92.0,Kore wa Zombie Desu ka?,10
93,93.0,Kore wa Zombie Desu ka? of the Dead,8
96,96.0,Kuroshitsuji,9
97,97.0,Kuroshitsuji II,8
98,98.0,Kyoukai no Kanata,7
99,99.0,Last Exile,7
100,100.0,Love Lab,8
101,101.0,Love Live! School Idol Project,5
102,102.0,Love Live! School Idol Project 2nd Season,5
104,104.0,Mirai Nikki (TV),6
105,105.0,Monogatari Series: Second Season,9
106,106.0,Nekomonogatari: Kuro,9
107,107.0,Nichijou,10
108,108.0,Nisekoi,8
109,109.0,Nisekoi:,8
110,110.0,Nisemonogatari,10
111,111.0,No Game No Life,9
112,112.0,Noragami,8
113,113.0,Noragami Aragoto,9
114,114.0,Nurarihyon no Mago,8
115,115.0,One Punch Man,9
116,116.0,Overlord,8
117,117.0,Owarimonogatari,8
118,118.0,Owarimonogatari 2nd Season,10
119,119.0,Plastic Memories,9
121,121.0,Re:Zero kara Hajimeru Isekai Seikatsu,10
122,122.0,Romeo x Juliet,5
123,123.0,Saenai Heroine no Sodatekata,7
124,124.0,Sakurasou no Pet na Kanojo,9
125,125.0,Sen to Chihiro no Kamikakushi,10
126,126.0,Shakugan no Shana,7
128,128.0,Shigatsu wa Kimi no Uso,6
129,129.0,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,8
130,130.0,Shingeki no Kyojin,8
131,131.0,Shingeki no Kyojin Season 2,8
134,134.0,Shokugeki no Souma: Ni no Sara,7
135,135.0,SKET Dance,7
136,136.0,Steins;Gate,10
138,138.0,Suzumiya Haruhi no Yuuutsu,9
140,140.0,Sword Art Online,6
142,142.0,Tegamibachi,8
143,143.0,Tengen Toppa Gurren Lagann,10
145,145.0,To LOVE-Ru Darkness,8
146,146.0,Tokyo Ghoul,4
148,148.0,Tonari no Kaibutsu-kun,8
150,150.0,Tsukimonogatari,10
152,152.0,Winter Sonata,4
153,153.0,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,10
154,154.0,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,8
156,156.0,Yamada-kun to 7-nin no Majo (TV),8
157,157.0,Youjo Senki,9
158,158.0,Yuri!!! on Ice,7
159,159.0,Yuru Yuri,8
161,161.0,Yuu Yuu Hakusho,8
