,Unnamed: 0.1.1,Name,Score
0,0,3-gatsu no Lion,10
2,2,91 Days,7
3,3,ACCA: 13-ku Kansatsu-ka,7
4,4,Aho Girl,5
5,5,Aldnoah.Zero,4
7,7,Bakemonogatari,8
8,8,Black Lagoon,7
9,9,Boku dake ga Inai Machi,6
10,10,Boku no Hero Academia,7
11,11,Bungou Stray Dogs,6
12,12,Bungou Stray Dogs 2nd Season,8
15,15,Code Geass: Hangyaku no Lelouch,8
19,19,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,6
20,20,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,5
21,21,Danna ga Nani wo Itteiru ka Wakaranai Ken,7
22,22,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,7
23,23,Demi-chan wa Kataritai,8
25,25,Dragon Ball,7
26,26,Drifters,6
28,28,FLCL,9
30,30,Fullmetal Alchemist: Brotherhood,10
31,31,Gake no Ue no Ponyo,9
32,32,Gamers!,8
33,33,Gekkan Shoujo Nozaki-kun,8
34,34,Ghost in the Shell,9
36,36,Hataraku Maou-sama!,7
37,37,Hibike! Euphonium,9
38,38,Hotaru no Haka,7
39,39,Howl no Ugoku Shiro,9
40,40,Hunter x Hunter (2011),10
42,42,JoJo no Kimyou na Bouken (TV),7
43,43,Kami nomi zo Shiru Sekai,6
44,44,Kara no Kyoukai 1: Fukan Fuukei,8
45,45,Kara no Kyoukai 2: Satsujin Kousatsu (Zen),6
46,46,Kara no Kyoukai 3: Tsuukaku Zanryuu,7
47,47,Kara no Kyoukai 4: Garan no Dou,7
48,48,Kara no Kyoukai 5: Mujun Rasen,9
49,49,Kara no Kyoukai 6: Boukyaku Rokuon,5
50,50,Kara no Kyoukai 7: Satsujin Kousatsu (Kou),9
52,52,Karigurashi no Arrietty,7
53,53,Kaze Tachinu,8
55,55,Kimi no Na wa.,8
56,56,Kiznaiver,7
57,57,Kobayashi-san Chi no Maid Dragon,9
60,60,Kono Subarashii Sekai ni Shukufuku wo!,8
61,61,Kono Subarashii Sekai ni Shukufuku wo! 2,9
64,64,Kurenai no Buta,7
65,65,Kuzu no Honkai,8
66,66,Little Witch Academia,7
67,67,Lupin III: Cagliostro no Shiro,8
68,68,Mahou Shoujo Madoka Magica,7
70,70,Mob Psycho 100,8
71,71,Mononoke Hime,7
72,72,Nejimaki Seirei Senki: Tenkyou no Alderamin,8
73,73,No Game No Life,8
74,74,Omoide Poroporo,9
75,75,One Punch Man,8
77,77,Overlord,6
78,78,Persona 3 the Movie 1: Spring of Birth,5
79,79,Persona 3 the Movie 2: Midsummer Knight's Dream,6
82,82,Princess Principal,7
83,83,Prison School,7
84,84,Psycho-Pass,9
85,85,Re:Creators,9
86,86,Re:Zero kara Hajimeru Isekai Seikatsu,9
89,89,ReLIFE,8
91,91,Sakamoto desu ga?,6
94,94,Sen to Chihiro no Kamikakushi,8
96,96,Shingeki no Bahamut: Genesis,7
97,97,Shingeki no Kyojin,7
99,99,Shingeki no Kyojin Season 2,8
100,100,Shouwa Genroku Rakugo Shinjuu,9
101,101,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,10
102,102,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,6
104,104,Steins;Gate,10
106,106,Tanaka-kun wa Itsumo Kedaruge,9
107,107,Tengen Toppa Gurren Lagann,9
108,108,Tenkuu no Shiro Laputa,7
111,111,Tonari no Totoro,8
112,112,Toradora!,9
113,113,Tsuki ga Kirei,8
114,114,Tsurezure Children,8
115,115,Watashi ga Motete Dousunda,5
116,116,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,7
117,117,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,8
118,118,Youjo Senki,8
119,119,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),5
