,Unnamed: 0.1.1,Name,Score
1,1.0,Akame ga Kill!,8
2,2.0,Akatsuki no Yona,9
3,3.0,Angel Beats!,8
4,4.0,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,10
5,5.0,Another,8
6,6.0,Ansatsu Kyoushitsu (TV),8
7,7.0,Ansatsu Kyoushitsu (TV) 2nd Season,9
8,8.0,Ao no Exorcist,6
9,9.0,Ao no Exorcist: Kyoto Fujouou-hen,5
10,10.0,Bakemonogatari,9
11,11.0,Black Bullet,7
12,12.0,Boku dake ga Inai Machi,9
13,13.0,Boku no Hero Academia,7
15,15.0,Boku wa Tomodachi ga Sukunai,7
16,16.0,Boku wa Tomodachi ga Sukunai Next,8
17,17.0,Btooom!,6
18,18.0,Bungou Stray Dogs,8
19,19.0,Charlotte,8
21,21.0,Chuunibyou demo Koi ga Shitai!,7
22,22.0,Chuunibyou demo Koi ga Shitai! Ren,7
23,23.0,Clannad,9
24,24.0,Clannad: After Story,10
25,25.0,Code Geass: Hangyaku no Lelouch,9
26,26.0,Code Geass: Hangyaku no Lelouch R2,10
27,27.0,Cowboy Bebop,9
28,28.0,Date A Live,8
29,29.0,Date A Live II,7
32,32.0,Deadman Wonderland,7
33,33.0,Death Parade,9
34,34.0,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,6
35,35.0,Durarara!!,8
38,38.0,Elfen Lied,8
40,40.0,Fate/stay night: Unlimited Blade Works,10
41,41.0,Fate/stay night: Unlimited Blade Works 2nd Season,10
42,42.0,Fate/Zero,9
43,43.0,Fate/Zero 2nd Season,10
44,44.0,Fullmetal Alchemist: Brotherhood,9
45,45.0,Guilty Crown,7
46,46.0,Hai to Gensou no Grimgar,8
47,47.0,Haikyuu!!,9
48,48.0,Haikyuu!! Second Season,9
49,49.0,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,10
51,51.0,Hanamonogatari,8
52,52.0,Hataraku Maou-sama!,8
53,53.0,High School DxD,8
54,54.0,High School DxD BorN,9
55,55.0,High School DxD New,8
58,58.0,Highschool of the Dead,5
59,59.0,Howl no Ugoku Shiro,8
60,60.0,Kamisama no Memochou,8
61,61.0,Kimi no Na wa.,9
62,62.0,Kiseijuu: Sei no Kakuritsu,9
63,63.0,Koe no Katachi,9
64,64.0,Kokoro Connect,8
65,65.0,Kono Subarashii Sekai ni Shukufuku wo!,10
66,66.0,Kono Subarashii Sekai ni Shukufuku wo! 2,9
69,69.0,Kyoukai no Kanata,7
70,70.0,Log Horizon,7
71,71.0,Log Horizon 2nd Season,6
72,72.0,Magi: The Kingdom of Magic,10
73,73.0,Magi: The Labyrinth of Magic,9
74,74.0,Mahou Shoujo Madoka Magica,10
75,75.0,Mahouka Koukou no Rettousei,6
77,77.0,Mirai Nikki (TV),7
79,79.0,Monogatari Series: Second Season,9
80,80.0,Mononoke Hime,8
82,82.0,Nanatsu no Taizai,7
83,83.0,Naruto,8
84,84.0,Naruto: Shippuuden,7
85,85.0,Nekomonogatari: Kuro,9
86,86.0,Nisekoi,9
87,87.0,Nisekoi:,9
88,88.0,Nisemonogatari,9
89,89.0,No Game No Life,8
90,90.0,Noragami,8
91,91.0,Noragami Aragoto,9
92,92.0,One Outs,9
93,93.0,One Punch Man,9
95,95.0,Ookami Kodomo no Ame to Yuki,10
96,96.0,Ookami to Koushinryou,9
97,97.0,Ookami to Koushinryou II,9
98,98.0,Overlord,7
99,99.0,Owari no Seraph,7
100,100.0,Owari no Seraph: Nagoya Kessen-hen,7
101,101.0,Plastic Memories,8
102,102.0,Prison School,8
103,103.0,Psycho-Pass,10
104,104.0,Rakudai Kishi no Cavalry,6
105,105.0,Re:Zero kara Hajimeru Isekai Seikatsu,9
106,106.0,Redline,8
107,107.0,ReLIFE,9
109,109.0,Sakasama no Patema,8
110,110.0,Sakurasou no Pet na Kanojo,8
111,111.0,Sen to Chihiro no Kamikakushi,10
114,114.0,Shigatsu wa Kimi no Uso,8
115,115.0,Shingeki no Kyojin,8
116,116.0,Shingeki no Kyojin Season 2,9
118,118.0,Shokugeki no Souma,9
119,119.0,Steins;Gate,9
121,121.0,Sword Art Online,7
123,123.0,Sword Art Online Movie: Ordinal Scale,5
125,125.0,Tengen Toppa Gurren Lagann,9
127,127.0,Tokyo Ghoul,8
129,129.0,Toradora!,8
130,130.0,Trinity Seven,7
132,132.0,Usagi Drop,9
133,133.0,Watashi ga Motete Dousunda,8
135,135.0,Yamada-kun to 7-nin no Majo (TV),8
136,136.0,Youjo Senki,8
137,137.0,Yuri!!! on Ice,8
