,Unnamed: 0.1.1,Name,Score
0,0.0,91 Days,9
2,2.0,Akame ga Kill!,5
3,3.0,Amagi Brilliant Park,7
4,4.0,Angel Beats!,9
6,6.0,Black Bullet,7
7,7.0,Boku wa Tomodachi ga Sukunai,8
9,9.0,Boku wa Tomodachi ga Sukunai Next,8
11,11.0,Bungou Stray Dogs,8
12,12.0,Bungou Stray Dogs 2nd Season,8
13,13.0,Charlotte,9
14,14.0,Chuunibyou demo Koi ga Shitai!,6
15,15.0,Clannad,6
18,18.0,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,9
19,19.0,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,9
20,20.0,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,9
21,21.0,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara,9
23,23.0,Code Geass: Hangyaku no Lelouch,10
27,27.0,Code Geass: Hangyaku no Lelouch R2,10
29,29.0,D-Frag!,7
32,32.0,Danna ga Nani wo Itteiru ka Wakaranai Ken,5
33,33.0,Date A Live,6
34,34.0,Date A Live II,6
37,37.0,Death Note,9
38,38.0,Demi-chan wa Kataritai,7
41,41.0,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,5
42,42.0,Elfen Lied,5
44,44.0,Fairy Tail,4
45,45.0,Fairy Tail (2014),4
46,46.0,Fairy Tail Movie 1: Houou no Miko,2
48,48.0,Free!,6
49,49.0,Fruits Basket,6
50,50.0,Full Metal Panic!,2
51,51.0,Fullmetal Alchemist,8
52,52.0,Fullmetal Alchemist: Brotherhood,10
53,53.0,Fullmetal Alchemist: The Conqueror of Shamballa,4
54,54.0,Fullmetal Alchemist: The Sacred Star of Milos,4
56,56.0,Gekkan Shoujo Nozaki-kun,7
58,58.0,Golden Time,7
60,60.0,Gosick,6
61,61.0,Guilty Crown,6
64,64.0,Hello!! Kiniro Mosaic,6
65,65.0,Hibike! Euphonium,6
66,66.0,Himouto! Umaru-chan,7
70,70.0,Inu x Boku SS,8
75,75.0,K-On!,7
76,76.0,K-On! Movie,7
77,77.0,K-On!!,7
82,82.0,Kaichou wa Maid-sama!,6
83,83.0,Kannagi,3
87,87.0,Kaze no Stigma,5
92,92.0,Kobayashi-san Chi no Maid Dragon,6
95,95.0,Kono Subarashii Sekai ni Shukufuku wo!,9
96,96.0,Kono Subarashii Sekai ni Shukufuku wo! 2,9
98,98.0,Kore wa Zombie Desu ka?,8
99,99.0,Kore wa Zombie Desu ka? of the Dead,8
102,102.0,Kuzu no Honkai,4
103,103.0,Lucky Star,7
105,105.0,Mahouka Koukou no Rettousei,5
109,109.0,Mikakunin de Shinkoukei,7
113,113.0,Mirai Nikki (TV),3
117,117.0,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,5
123,123.0,Nisekoi,6
125,125.0,Nisekoi:,6
127,127.0,No Game No Life,8
129,129.0,Noragami,10
130,130.0,Noragami Aragoto,10
135,135.0,One Punch Man,9
140,140.0,Ookami Shoujo to Kuro Ouji,7
143,143.0,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",7
144,144.0,Ouran Koukou Host Club,5
145,145.0,Overlord,8
146,146.0,Papa no Iukoto wo Kikinasai!,5
149,149.0,Plastic Memories,8
151,151.0,Rakudai Kishi no Cavalry,5
153,153.0,Re:Zero kara Hajimeru Isekai Seikatsu,9
158,158.0,Sakurasou no Pet na Kanojo,8
160,160.0,Seitokai Yakuindomo,6
161,161.0,Shigatsu wa Kimi no Uso,8
162,162.0,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,7
163,163.0,Shingeki no Kyojin,9
164,164.0,Shingeki no Kyojin Season 2,9
166,166.0,Shokugeki no Souma,8
167,167.0,Sora no Otoshimono,5
169,169.0,Sora no Otoshimono: Forte,5
171,171.0,Sora no Otoshimono: Tokeijikake no Angeloid,5
172,172.0,Soredemo Sekai wa Utsukushii,4
174,174.0,Sword Art Online,1
177,177.0,Tokyo Ghoul,10
181,181.0,Tonari no Kaibutsu-kun,7
183,183.0,Toradora!,9
186,186.0,Trinity Seven,4
188,188.0,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8
190,190.0,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,8
192,192.0,Youjo Senki,8
193,193.0,Yuri!!! on Ice,4
196,196.0,Zero no Tsukaima,5
197,197.0,Zero no Tsukaima F,5
198,198.0,Zero no Tsukaima: Futatsuki no Kishi,5
199,199.0,Zero no Tsukaima: Princesses no Rondo,5
