,Unnamed: 0.1.1,Name,Score
0,0.0,Akatsuki no Yona,6
1,1.0,Akira,8
2,2.0,Amaama to Inazuma,8
7,7.0,Aria The Animation,9
8,8.0,Azumanga Daioh,10
10,10.0,Bamboo Blade,9
11,11.0,Barakamon,8
12,12.0,Black Lagoon,8
13,13.0,Black Lagoon: The Second Barrage,8
16,16.0,Cowboy Bebop,10
17,17.0,Cowboy Bebop: Tengoku no Tobira,8
19,19.0,Danna ga Nani wo Itteiru ka Wakaranai Ken,9
20,20.0,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,9
21,21.0,Demi-chan wa Kataritai,10
25,25.0,Dragon Ball Z,8
31,31.0,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,8
33,33.0,Fate/stay night,8
34,34.0,Flying Witch,10
35,35.0,Fullmetal Alchemist,8
36,36.0,Gabriel DropOut,9
37,37.0,Gake no Ue no Ponyo,8
38,38.0,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",10
39,39.0,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",10
40,40.0,Gekkan Shoujo Nozaki-kun,7
41,41.0,Ghost in the Shell,9
42,42.0,Ghost in the Shell 2: Innocence,7
43,43.0,Ghost in the Shell: Stand Alone Complex,10
45,45.0,Ghost in the Shell: Stand Alone Complex 2nd GIG,10
46,46.0,Gin no Saji,9
47,47.0,Gin no Saji 2nd Season,9
50,50.0,Girls und Panzer,10
51,51.0,Gochuumon wa Usagi desu ka?,8
52,52.0,Gochuumon wa Usagi desu ka??,8
58,58.0,Hai to Gensou no Grimgar,9
60,60.0,Hanasaku Iroha,9
61,61.0,Hataraku Maou-sama!,8
62,62.0,Hello!! Kiniro Mosaic,9
63,63.0,Hellsing,7
67,67.0,Himouto! Umaru-chan,9
68,68.0,Hitsugi no Chaika,9
70,70.0,Howl no Ugoku Shiro,8
71,71.0,Jin-Rou,8
73,73.0,Juubee Ninpuuchou,9
74,74.0,K-On!,10
75,75.0,K-On!!,10
79,79.0,Kobayashi-san Chi no Maid Dragon,10
80,80.0,Little Witch Academia,10
81,81.0,Little Witch Academia (TV),10
82,82.0,Little Witch Academia: Mahoujikake no Parade,10
84,84.0,Log Horizon,10
85,85.0,Log Horizon 2nd Season,10
86,86.0,Lupin III: Cagliostro no Shiro,8
89,89.0,Magi: The Labyrinth of Magic,7
90,90.0,Majo no Takkyuubin,10
92,92.0,Maoyuu Maou Yuusha,8
94,94.0,Mobile Suit Gundam 00,7
95,95.0,Mobile Suit Gundam 00 Second Season,7
96,96.0,Mobile Suit Gundam Seed,7
98,98.0,Mobile Suit Gundam Wing,7
99,99.0,Mobile Suit Gundam: Iron-Blooded Orphans,8
101,101.0,Mononoke Hime,8
103,103.0,Neon Genesis Evangelion,7
106,106.0,New Game!,9
107,107.0,NHK ni Youkoso!,10
108,108.0,Nisekoi,8
109,109.0,Nisekoi:,8
110,110.0,No Game No Life,8
111,111.0,Non Non Biyori,9
112,112.0,Non Non Biyori Repeat,9
113,113.0,Oda Nobuna no Yabou,8
114,114.0,One Punch Man,8
115,115.0,Ookami Kodomo no Ame to Yuki,9
117,117.0,Ore no Imouto ga Konnani Kawaii Wake ga Nai,9
119,119.0,Paprika,8
124,124.0,Sabage-bu!,6
125,125.0,Samurai Champloo,8
126,126.0,Scrapped Princess,8
127,127.0,Seirei no Moribito,9
128,128.0,Sen to Chihiro no Kamikakushi,9
130,130.0,Servant x Service,9
131,131.0,Shigatsu wa Kimi no Uso,10
132,132.0,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,8
133,133.0,Shinryaku! Ika Musume,8
134,134.0,Shinryaku!? Ika Musume,8
135,135.0,Shirobako,8
136,136.0,Shokugeki no Souma,10
137,137.0,Shokugeki no Souma: Ni no Sara,10
138,138.0,Sketchbook: Full Color's,7
140,140.0,So Ra No Wo To,9
142,142.0,Soul Eater,8
146,146.0,Sword Art Online,8
152,152.0,Tonari no Totoro,9
154,154.0,Usagi Drop,9
159,159.0,Working!!,9
160,160.0,Working!!!,9
162,162.0,Working'!!,9
163,163.0,WWW.Working!!,8
164,164.0,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,9
165,165.0,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,9
167,167.0,Yama no Susume: Second Season,10
168,168.0,Yamada-kun to 7-nin no Majo (TV),8
