,Unnamed: 0.1.1,Name,Score
0,0,Ansatsu Kyoushitsu (TV),7
1,1,Arakawa Under the Bridge,9
2,2,Arakawa Under the Bridge x Bridge,8
3,3,Baka to Test to Shoukanjuu,8
4,4,Baka to Test to Shoukanjuu Ni!,8
5,5,Bakemonogatari,9
6,6,Bakuman.,9
7,7,Bakuman. 2nd Season,9
8,8,Bakuman. 3rd Season,10
9,9,Boku wa Tomodachi ga Sukunai,7
10,10,Boku wa Tomodachi ga Sukunai Next,8
11,11,Chobits,7
12,12,Chuunibyou demo Koi ga Shitai!,9
13,13,Chuunibyou demo Koi ga Shitai! Ren,7
14,14,Danna ga Nani wo Itteiru ka Wakaranai Ken,6
15,15,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,6
16,16,Death Note,7
17,17,Digimon Adventure,9
18,18,Dragon Ball Z,6
20,20,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,7
21,21,Fullmetal Alchemist,7
22,22,Fullmetal Alchemist: Brotherhood,10
23,23,Gekkan Shoujo Nozaki-kun,8
25,25,Grisaia no Kajitsu,7
27,27,Haikyuu!!,9
28,28,Haikyuu!! Second Season,9
29,29,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,9
31,31,Hibike! Euphonium,9
32,32,High School DxD,6
33,33,High School DxD New,6
34,34,Hunter x Hunter (2011),10
35,35,InuYasha,7
36,36,K-On!,9
37,37,K-On!!,8
38,38,Kaze Tachinu,8
40,40,Kiseijuu: Sei no Kakuritsu,8
41,41,Konjiki no Gash Bell!!,7
42,42,Kuroko no Basket,8
43,43,Kuroko no Basket 2nd Season,9
44,44,Kuroko no Basket 3rd Season,10
45,45,Love Live! School Idol Project,9
46,46,Love Live! School Idol Project 2nd Season,9
47,47,Mahou Shoujo Madoka Magica,10
51,51,Mikakunin de Shinkoukei,7
52,52,Naruto,6
53,53,Nekomonogatari: Kuro,9
54,54,Nichijou,9
55,55,Nisekoi,9
56,56,Nisekoi:,7
57,57,Nisemonogatari,9
58,58,No Game No Life,9
59,59,Ore no Imouto ga Konnani Kawaii Wake ga Nai,8
64,64,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",5
65,65,Owari no Seraph,8
66,66,Plastic Memories,9
67,67,Saenai Heroine no Sodatekata,9
69,69,Sen to Chihiro no Kamikakushi,9
70,70,Shigatsu wa Kimi no Uso,9
71,71,Shokugeki no Souma,9
72,72,Shokugeki no Souma: Ni no Sara,9
73,73,Suzumiya Haruhi no Shoushitsu,10
74,74,Suzumiya Haruhi no Yuuutsu,9
76,76,Tokyo Ghoul,8
78,78,Toradora!,9
80,80,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8
81,81,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,7
82,82,Yamada-kun to 7-nin no Majo (TV),8
84,84,Yuru Yuri,8
87,87,Yuu Yuu Hakusho,8
