,Unnamed: 0.1.1,Name,Score
1,1.0,Afro Samurai,9
2,2.0,Air Gear,7
4,4.0,Ajin,8
5,5.0,Ajin 2nd Season,8
7,7.0,Akagami no Shirayuki-hime 2nd Season,8
8,8.0,Akame ga Kill!,9
9,9.0,Akira,7
10,10.0,Aldnoah.Zero,8
12,12.0,Angel Beats!,9
13,13.0,Another,9
14,14.0,Ao Haru Ride,8
15,15.0,Ao no Exorcist,8
21,21.0,Asura Cryin' 2,7
22,22.0,Baby Steps,8
23,23.0,Baccano!,9
25,25.0,Bakemono no Ko,9
26,26.0,Bakemonogatari,10
27,27.0,Basilisk: Kouga Ninpou Chou,8
29,29.0,Black Bullet,7
30,30.0,Black Cat,8
31,31.0,Black Lagoon,9
33,33.0,Black Lagoon: The Second Barrage,8
35,35.0,Blood+,8
38,38.0,Boku dake ga Inai Machi,10
39,39.0,Bokura ga Ita,8
42,42.0,Btooom!,8
43,43.0,C: The Money of Soul and Possibility Control,7
45,45.0,Chrome Shelled Regios,7
46,46.0,Clannad,9
47,47.0,Clannad: After Story,10
50,50.0,Claymore,9
51,51.0,Code Geass: Hangyaku no Lelouch,9
52,52.0,Code Geass: Hangyaku no Lelouch R2,10
54,54.0,D.Gray-man,9
57,57.0,Darker than Black: Kuro no Keiyakusha,10
60,60.0,Darker than Black: Ryuusei no Gemini,8
61,61.0,Deadman Wonderland,8
63,63.0,Death Note,10
64,64.0,Death Parade,10
65,65.0,Densetsu no Yuusha no Densetsu,8
66,66.0,Durarara!!,9
67,67.0,ef: A Tale of Melodies.,10
68,68.0,ef: A Tale of Memories.,10
69,69.0,Elfen Lied,9
70,70.0,Ergo Proxy,8
72,72.0,Final Fantasy VII: Advent Children,8
76,76.0,Full Metal Panic!,8
77,77.0,Full Metal Panic! The Second Raid,7
78,78.0,Fullmetal Alchemist,9
79,79.0,Fullmetal Alchemist: Brotherhood,9
80,80.0,Fullmetal Alchemist: The Conqueror of Shamballa,8
82,82.0,Ga-Rei: Zero,8
83,83.0,Gangsta.,8
84,84.0,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",9
85,85.0,Gekkan Shoujo Nozaki-kun,8
86,86.0,Ghost in the Shell: Stand Alone Complex,9
87,87.0,Gintama Movie 1: Shinyaku Benizakura-hen,8
89,89.0,Golden Time,9
90,90.0,Gosick,8
91,91.0,Guilty Crown,9
93,93.0,Hai to Gensou no Grimgar,8
94,94.0,Haikyuu!!,8
95,95.0,Haikyuu!! Second Season,9
97,97.0,Hataraku Maou-sama!,8
98,98.0,Hellsing,8
100,100.0,Hentai Ouji to Warawanai Neko.,8
102,102.0,Higashi no Eden,9
103,103.0,Higashi no Eden Movie I: The King of Eden,8
104,104.0,Highschool of the Dead,9
107,107.0,Howl no Ugoku Shiro,9
109,109.0,Inu x Boku SS,7
110,110.0,InuYasha,9
111,111.0,Itazura na Kiss,9
113,113.0,Jormungand,8
114,114.0,Jormungand: Perfect Order,8
116,116.0,K,8
117,117.0,Kaichou wa Maid-sama!,8
118,118.0,Kakegurui,9
119,119.0,Kareshi Kanojo no Jijou,8
123,123.0,Kimi ni Todoke,8
124,124.0,Kimi ni Todoke 2nd Season,8
126,126.0,Kimi no Na wa.,10
127,127.0,Kiseijuu: Sei no Kakuritsu,10
128,128.0,Kokoro Connect,8
129,129.0,Kokoro ga Sakebitagatterunda.,9
130,130.0,Kotonoha no Niwa,10
133,133.0,Kuroshitsuji,9
134,134.0,Kuroshitsuji II,8
135,135.0,Kyoukai no Kanata,7
136,136.0,Lovely Complex,8
138,138.0,Magic Kaito 1412,8
140,140.0,Mahouka Koukou no Rettousei,8
141,141.0,Maoyuu Maou Yuusha,8
142,142.0,Mikakunin de Shinkoukei,8
143,143.0,Mirai Nikki (TV),10
144,144.0,Mobile Suit Gundam: Iron-Blooded Orphans,9
145,145.0,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,10
146,146.0,Mononoke Hime,10
148,148.0,Musekinin Kanchou Tylor,9
150,150.0,Nabari no Ou,8
151,151.0,Nagi no Asukara,9
153,153.0,Nejimaki Seirei Senki: Tenkyou no Alderamin,8
154,154.0,Nekomonogatari: Kuro,8
155,155.0,Neon Genesis Evangelion,7
156,156.0,Nisekoi,8
157,157.0,Nisekoi:,7
158,158.0,Nisemonogatari,8
159,159.0,Nodame Cantabile,9
160,160.0,Nodame Cantabile: Paris-hen,9
161,161.0,Noragami,8
162,162.0,Noragami Aragoto,8
163,163.0,One Outs,10
164,164.0,One Punch Man,8
165,165.0,Ookami Kodomo no Ame to Yuki,9
166,166.0,Ookami Shoujo to Kuro Ouji,9
167,167.0,Ookami to Koushinryou,10
169,169.0,Orange,9
170,170.0,Overlord,8
171,171.0,Owari no Seraph,8
172,172.0,Pandora Hearts,8
174,174.0,Persona 4 the Animation,7
175,175.0,Phantom: Requiem for the Phantom,9
176,176.0,Prison School,9
177,177.0,Psycho-Pass,9
178,178.0,Psycho-Pass 2,9
179,179.0,Rakudai Kishi no Cavalry,7
182,182.0,Rokka no Yuusha,8
184,184.0,Samurai Champloo,9
185,185.0,Sankarea,8
186,186.0,Shigatsu wa Kimi no Uso,9
188,188.0,Shikabane Hime: Kuro,7
189,189.0,Shiki,9
190,190.0,Shingeki no Bahamut: Genesis,9
191,191.0,Shingeki no Kyojin,10
192,192.0,Shingeki no Kyojin Season 2,9
193,193.0,Shinrei Tantei Yakumo,7
194,194.0,Shinsekai yori,10
195,195.0,Sidonia no Kishi,9
196,196.0,Sidonia no Kishi: Daikyuu Wakusei Seneki,9
197,197.0,Soredemo Sekai wa Utsukushii,8
198,198.0,Soul Eater,9
200,200.0,Special A,8
201,201.0,Steamboy,8
202,202.0,Steins;Gate,10
205,205.0,Stranger: Mukou Hadan,10
208,208.0,Suisei no Gargantia,7
209,209.0,Sukitte Ii na yo.,9
210,210.0,Sword Art Online,9
211,211.0,Tasogare Otome x Amnesia,9
212,212.0,Tengen Toppa Gurren Lagann,9
213,213.0,Tenkuu no Shiro Laputa,8
215,215.0,Tetsuwan Birdy Decode,7
217,217.0,The iDOLM@STER,9
218,218.0,Toaru Majutsu no Index,7
219,219.0,Toki wo Kakeru Shoujo,9
220,220.0,Tokyo Ghoul,9
222,222.0,Tonari no Kaibutsu-kun,9
223,223.0,Tonari no Seki-kun,8
224,224.0,Toradora!,8
225,225.0,True Tears,8
227,227.0,Vampire Hunter D (2000),8
229,229.0,Vampire Knight Guilty,9
232,232.0,Wolf's Rain,8
233,233.0,xxxHOLiC,8
234,234.0,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8
235,235.0,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,7
237,237.0,Zankyou no Terror,10
238,238.0,Zetsuen no Tempest,9
239,239.0,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,8
