,Unnamed: 0.1.1,Name,Score
3,3.0,ACCA: 13-ku Kansatsu-ka,7
4,4.0,Accel World,6
7,7.0,Afro Samurai,6
8,8.0,Afro Samurai: Resurrection,7
9,9.0,Air,6
11,11.0,Akame ga Kill!,7
14,14.0,Amagi Brilliant Park,7
16,16.0,Angel Beats!,7
20,20.0,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,9
21,21.0,Ano Natsu de Matteru,7
23,23.0,Another,5
25,25.0,Ao Haru Ride,7
26,26.0,Ao no Exorcist,7
27,27.0,Ao no Exorcist Movie,7
30,30.0,Ao no Exorcist: Kyoto Fujouou-hen,7
31,31.0,Aoki Hagane no Arpeggio: Ars Nova,8
32,32.0,Aria The Animation,8
33,33.0,Aria The Natural,8
34,34.0,Aria The Origination,10
41,41.0,Baka to Test to Shoukanjuu,8
42,42.0,Baka to Test to Shoukanjuu Ni!,8
43,43.0,Bakemonogatari,9
45,45.0,Bakuman.,8
47,47.0,Barakamon,8
48,48.0,Basilisk: Kouga Ninpou Chou,7
49,49.0,Ben-To,6
55,55.0,Binbougami ga!,8
56,56.0,Black Bullet,7
57,57.0,Black Lagoon,8
59,59.0,Black Lagoon: The Second Barrage,8
60,60.0,Blame! Movie,8
61,61.0,Bleach Movie 1: Memories of Nobody,7
62,62.0,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,7
63,63.0,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,8
64,64.0,Bleach Movie 4: Jigoku-hen,8
67,67.0,Blood Lad,7
69,69.0,Boku dake ga Inai Machi,8
70,70.0,Boku wa Tomodachi ga Sukunai,6
72,72.0,Boku wa Tomodachi ga Sukunai Next,6
74,74.0,Bokura wa Minna Kawaisou,7
79,79.0,Btooom!,7
80,80.0,Bungou Stray Dogs,5
81,81.0,Byousoku 5 Centimeter,8
82,82.0,C: The Money of Soul and Possibility Control,8
86,86.0,Captain Herlock,8
87,87.0,Casshern Sins,8
89,89.0,Charlotte,7
93,93.0,Chobits,8
96,96.0,Chuunibyou demo Koi ga Shitai!,7
97,97.0,Chuunibyou demo Koi ga Shitai! Ren,6
100,100.0,Clannad,8
101,101.0,Clannad: After Story,9
104,104.0,Code Geass: Hangyaku no Lelouch,9
105,105.0,Code Geass: Hangyaku no Lelouch R2,10
110,110.0,Coquelicot-zaka kara,8
115,115.0,Cowboy Bebop,9
116,116.0,Cowboy Bebop: Tengoku no Tobira,8
120,120.0,D-Frag!,7
125,125.0,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,8
126,126.0,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,8
127,127.0,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,7
128,128.0,Danna ga Nani wo Itteiru ka Wakaranai Ken,5
129,129.0,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,6
130,130.0,Darker than Black: Kuro no Keiyakusha,8
131,131.0,Date A Live,6
132,132.0,Date A Live II,6
134,134.0,Death Billiards,8
135,135.0,Death Note,9
136,136.0,Death Parade,9
141,141.0,Dragon Ball,7
142,142.0,Dragon Ball Z,7
143,143.0,Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru,6
144,144.0,Elfen Lied,8
145,145.0,Ergo Proxy,9
147,147.0,Eureka Seven,9
149,149.0,Fairy Tail,6
150,150.0,Fate/stay night: Unlimited Blade Works,8
152,152.0,Fate/stay night: Unlimited Blade Works 2nd Season,9
155,155.0,Full Metal Panic!,7
156,156.0,Fullmetal Alchemist,8
157,157.0,Fullmetal Alchemist: Brotherhood,10
159,159.0,Fullmetal Alchemist: The Sacred Star of Milos,7
162,162.0,Gakkougurashi!,8
163,163.0,Gankutsuou,9
164,164.0,Gatchaman Crowds,7
165,165.0,Gekkan Shoujo Nozaki-kun,8
166,166.0,Ghost in the Shell,8
167,167.0,Ghost in the Shell 2.0,8
168,168.0,Ghost in the Shell 2: Innocence,8
169,169.0,Ghost in the Shell: Arise - Border:1 Ghost Pain,7
170,170.0,Ghost in the Shell: Arise - Border:2 Ghost Whispers,7
171,171.0,Ghost in the Shell: Arise - Border:4 Ghost Stands Alone,7
172,172.0,Ghost in the Shell: Stand Alone Complex,8
173,173.0,Ghost in the Shell: Stand Alone Complex 2nd GIG,9
174,174.0,Gin no Saji,8
175,175.0,Gin no Saji 2nd Season,8
176,176.0,Ginga Tetsudou 999 (Movie),8
179,179.0,Gintama Movie 1: Shinyaku Benizakura-hen,8
182,182.0,Golden Time,8
183,183.0,Gosick,8
184,184.0,Guilty Crown,9
191,191.0,Haiyore! Nyaruko-san W,7
194,194.0,Hanamonogatari,8
195,195.0,Hanasaku Iroha,8
196,196.0,Hanasaku Iroha: Home Sweet Home,7
198,198.0,Hataraku Maou-sama!,8
199,199.0,Hellsing,6
201,201.0,Hentai Ouji to Warawanai Neko.,7
203,203.0,Higashi no Eden,8
204,204.0,High School DxD,5
205,205.0,High School DxD BorN,5
207,207.0,High School DxD New,5
212,212.0,Highschool of the Dead,5
213,213.0,Higurashi no Naku Koro ni,9
214,214.0,Higurashi no Naku Koro ni Kai,10
215,215.0,Himouto! Umaru-chan,6
217,217.0,Hoshi wo Ou Kodomo,8
218,218.0,Howl no Ugoku Shiro,9
219,219.0,Hyouka,8
227,227.0,Jormungand,8
228,228.0,Jormungand: Perfect Order,8
230,230.0,K,7
231,231.0,K-On!,7
232,232.0,K-On!!,8
235,235.0,Kakumeiki Valvrave 2nd Season,8
236,236.0,Kaleido Star,9
237,237.0,Kami nomi zo Shiru Sekai,8
238,238.0,Kami nomi zo Shiru Sekai II,9
241,241.0,Kami nomi zo Shiru Sekai: Megami-hen,8
243,243.0,Kannagi,7
248,248.0,Kanon (2006),8
249,249.0,Karigurashi no Arrietty,8
250,250.0,Katanagatari,9
254,254.0,Kaze Tachinu,9
255,255.0,Kidou Senkan Nadesico,7
256,256.0,Kill la Kill,8
260,260.0,Kimi no Na wa.,9
263,263.0,Kizumonogatari I: Tekketsu-hen,8
264,264.0,Kizumonogatari II: Nekketsu-hen,8
265,265.0,Kizumonogatari III: Reiketsu-hen,8
266,266.0,Kobayashi-san Chi no Maid Dragon,8
268,268.0,Koe no Katachi,9
270,270.0,Kono Subarashii Sekai ni Shukufuku wo!,7
271,271.0,Kono Subarashii Sekai ni Shukufuku wo! 2,8
273,273.0,Kore wa Zombie Desu ka?,7
274,274.0,Kore wa Zombie Desu ka? of the Dead,6
279,279.0,"Kumo no Mukou, Yakusoku no Basho",7
280,280.0,Kurenai no Buta,8
281,281.0,Kuroshitsuji,8
283,283.0,Kuuchuu Buranko,8
284,284.0,Kyoukai no Kanata,8
285,285.0,Kyoukai no Kanata Movie: I'll Be Here - Kako-hen,7
286,286.0,Kyoukai no Kanata Movie: I'll Be Here - Mirai-hen,8
290,290.0,Little Busters!,8
292,292.0,Little Busters!: Refrain,9
293,293.0,Little Witch Academia,8
294,294.0,Little Witch Academia (TV),8
295,295.0,Little Witch Academia: Mahoujikake no Parade,8
297,297.0,Log Horizon,8
298,298.0,Love Live! School Idol Project,7
299,299.0,Love Live! School Idol Project 2nd Season,8
300,300.0,Love Live! Sunshine!!,7
301,301.0,Love Live! The School Idol Movie,9
302,302.0,Lucky Star,6
303,303.0,Macross,8
304,304.0,Macross F,5
309,309.0,Macross: Do You Remember Love?,8
311,311.0,Magi: The Labyrinth of Magic,8
