,Unnamed: 0.1.1,Name,Score
0,0.0,Acchi Kocchi (TV),8
1,1.0,Ansatsu Kyoushitsu (TV),8
4,4.0,Barakamon,8
5,5.0,Boku dake ga Inai Machi,9
7,7.0,Cowboy Bebop,9
8,8.0,D-Frag!,7
9,9.0,Death Note,7
11,11.0,Fullmetal Alchemist: Brotherhood,9
12,12.0,Gintama,9
13,13.0,Gintama',9
14,14.0,Gintama': Enchousen,9
16,16.0,Haikyuu!!,8
17,17.0,Haikyuu!! Second Season,8
19,19.0,Katanagatari,7
20,20.0,Kill la Kill,9
21,21.0,Kimi no Na wa.,10
22,22.0,Kiseijuu: Sei no Kakuritsu,9
23,23.0,Kiznaiver,7
24,24.0,Kotonoha no Niwa,10
28,28.0,Nanatsu no Taizai,8
29,29.0,Neon Genesis Evangelion,3
31,31.0,Nichijou,9
32,32.0,One Punch Man,9
33,33.0,Ookami to Koushinryou,10
34,34.0,Ookami to Koushinryou II,8
36,36.0,Psycho-Pass,8
37,37.0,Psycho-Pass 2,7
38,38.0,Psycho-Pass Movie,8
39,39.0,Re:Zero kara Hajimeru Isekai Seikatsu,6
40,40.0,Shigatsu wa Kimi no Uso,9
41,41.0,Shingeki no Kyojin,6
42,42.0,Sword Art Online,6
43,43.0,Toradora!,8
