,Unnamed: 0.1.1,Name,Score
0,0.0,Angel Beats!,8
1,1.0,Boku no Hero Academia,10
2,2.0,Bungou Stray Dogs,10
3,3.0,Bungou Stray Dogs 2nd Season,10
5,5.0,Code Geass: Hangyaku no Lelouch R2,9
6,6.0,Dragon Ball,10
9,9.0,Dragon Ball Z,10
15,15.0,Golden Time,9
16,16.0,Haikyuu!!,9
17,17.0,Hayate no Gotoku!,10
18,18.0,Hyouka,7
20,20.0,Kami nomi zo Shiru Sekai II,7
23,23.0,Kiseijuu: Sei no Kakuritsu,9
24,24.0,Kuroko no Basket,8
25,25.0,Kuroko no Basket 2nd Season,8
26,26.0,Kuroko no Basket 3rd Season,8
27,27.0,Mahou Shoujo Lyrical Nanoha,8
28,28.0,Mahou Shoujo Lyrical Nanoha StrikerS,8
30,30.0,Naruto,10
31,31.0,One Punch Man,8
33,33.0,Shigatsu wa Kimi no Uso,10
