,Unnamed: 0.1.1,Name,Score
0,0,Afro Samurai,5
1,1,Basilisk: Kouga Ninpou Chou,9
2,2,Berserk: Ougon Jidai-hen I - Haou no Tamago,8
3,3,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,8
7,7,Death Note,10
8,8,Digimon Adventure,9
9,9,Dragon Ball,8
11,11,Dragon Ball Z,8
12,12,Elfen Lied,9
13,13,Ergo Proxy,9
14,14,Fullmetal Alchemist: Brotherhood,9
15,15,Gamers!,8
16,16,Gangsta.,5
18,18,Gantz:O,10
19,19,Ghost in the Shell,7
20,20,Ghost in the Shell: Stand Alone Complex,7
23,23,Heroic Age,7
24,24,Jin-Rou,7
26,26,Kenpuu Denki Berserk,10
27,27,Kiseijuu: Sei no Kakuritsu,10
28,28,Knight's & Magic,6
29,29,Koe no Katachi,8
31,31,Love Live! School Idol Project,8
34,34,Mirai Nikki (TV),9
35,35,Mob Psycho 100,7
36,36,Mushibugyou,7
37,37,Naruto,8
38,38,No Game No Life,6
39,39,One Punch Man,8
42,42,Rokka no Yuusha,8
46,46,Shijou Saikyou no Deshi Kenichi,9
48,48,Shiki,7
50,50,Shingeki no Kyojin,10
52,52,Shingeki no Kyojin Season 2,10
55,55,Space Dandy,7
58,58,Tokyo Ghoul,5
60,60,Youjo Senki,8
61,61,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),9
62,62,Zero no Tsukaima,7
63,63,Zero no Tsukaima: Futatsuki no Kishi,7
64,64,Zero no Tsukaima: Princesses no Rondo,7
