,Unnamed: 0.1.1,Name,Score
0,0,Akame ga Kill!,5
1,1,Amaama to Inazuma,9
2,2,Angel Beats!,9
3,3,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,9
4,4,Ano Natsu de Matteru,9
5,5,Another,10
6,6,Ao no Exorcist,10
8,8,Bakemonogatari,8
9,9,Black Bullet,10
11,11,Boku dake ga Inai Machi,10
12,12,Btooom!,8
13,13,Bungou Stray Dogs,10
14,14,Charlotte,10
15,15,Chobits,5
16,16,Chuunibyou demo Koi ga Shitai!,10
17,17,Chuunibyou demo Koi ga Shitai! Ren,10
18,18,Clannad: After Story,10
19,19,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,10
20,20,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,10
21,21,Danna ga Nani wo Itteiru ka Wakaranai Ken,8
22,22,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,8
23,23,Deadman Wonderland,8
25,25,Dragon Ball,10
27,27,Dragon Ball Z,10
28,28,Flying Witch,9
29,29,Fullmetal Alchemist: Brotherhood,10
30,30,Gakkougurashi!,10
31,31,Golden Time,8
33,33,Hanasaku Iroha,8
34,34,High School DxD,5
35,35,Highschool of the Dead,5
36,36,Higurashi no Naku Koro ni,1
37,37,Himouto! Umaru-chan,10
38,38,Hunter x Hunter (2011),10
39,39,Kaichou wa Maid-sama!,5
40,40,Kiseijuu: Sei no Kakuritsu,10
42,42,Kiznaiver,10
44,44,Kono Subarashii Sekai ni Shukufuku wo!,10
45,45,Kore wa Zombie Desu ka?,6
49,49,Mirai Nikki (TV),10
50,50,Mob Psycho 100,9
52,52,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,9
53,53,Nanatsu no Taizai,10
54,54,New Game!,9
55,55,No Game No Life,10
56,56,Noragami,9
57,57,Noragami Aragoto,10
59,59,One Punch Man,10
60,60,Orange,10
61,61,Ore Monogatari!!,8
62,62,Overlord,9
63,63,Papa no Iukoto wo Kikinasai!,8
64,64,Plastic Memories,10
65,65,Rakudai Kishi no Cavalry,10
66,66,Re:Zero kara Hajimeru Isekai Seikatsu,10
67,67,ReLIFE,9
70,70,Sakurasou no Pet na Kanojo,8
72,72,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,4
73,73,Shingeki no Bahamut: Genesis,10
74,74,Shingeki no Kyojin,9
75,75,Shingeki no Kyojin Season 2,9
76,76,Shokugeki no Souma,9
77,77,Sukitte Ii na yo.,7
79,79,Tanaka-kun wa Itsumo Kedaruge,8
80,80,Tasogare Otome x Amnesia,10
81,81,Tokyo Ghoul,10
82,82,Tokyo Magnitude 8.0,10
83,83,Toradora!,8
86,86,Youjo Senki,8
87,87,Zero no Tsukaima,8
88,88,Zero no Tsukaima F,9
89,89,Zero no Tsukaima: Futatsuki no Kishi,8
90,90,Zero no Tsukaima: Princesses no Rondo,9
