,Unnamed: 0.1.1,Name,Score
0,0,Angel Beats!,7
1,1,Blood Lad,7
3,3,Boku no Hero Academia,8
6,6,Clannad,8
7,7,Clannad: After Story,9
8,8,Code Geass: Hangyaku no Lelouch,9
9,9,Code Geass: Hangyaku no Lelouch R2,9
10,10,Cowboy Bebop,8
11,11,D-Frag!,7
14,14,Digimon Adventure tri. 1: Saikai,7
15,15,Fullmetal Alchemist: Brotherhood,8
16,16,Gabriel DropOut,7
17,17,Gintama,10
18,18,Gintama',10
19,19,Gintama.,10
21,21,Hataraku Maou-sama!,8
22,22,Hunter x Hunter (2011),8
23,23,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,8
24,24,JoJo no Kimyou na Bouken: Stardust Crusaders,8
25,25,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,9
26,26,K-On!,8
27,27,K-On!!,8
29,29,Katanagatari,7
30,30,Kobayashi-san Chi no Maid Dragon,9
31,31,Kono Subarashii Sekai ni Shukufuku wo!,7
32,32,Kono Subarashii Sekai ni Shukufuku wo! 2,8
34,34,Kore wa Zombie Desu ka?,6
36,36,Little Witch Academia (TV),9
38,38,Lucky Star,8
39,39,Majo no Takkyuubin,8
40,40,Mob Psycho 100,8
41,41,Nanatsu no Taizai,7
42,42,New Game!,8
44,44,Nichijou,8
46,46,One Punch Man,8
47,47,Ore no Imouto ga Konnani Kawaii Wake ga Nai,7
48,48,Seitokai Yakuindomo,8
49,49,Seto no Hanayome,7
50,50,Shingeki no Bahamut: Genesis,8
51,51,So Ra No Wo To,7
53,53,Soul Eater,7
54,54,Tengen Toppa Gurren Lagann,7
55,55,Tonari no Seki-kun,8
59,59,"Yondemasu yo, Azazel-san. (TV)",7
60,60,Yuru Yuri,8
