,Unnamed: 0.1.1,Name,Score
1,1,ACCA: 13-ku Kansatsu-ka,8
2,2,Afro Samurai,4
3,3,Angel Beats!,3
5,5,Bakemono no Ko,7
7,7,Boku no Hero Academia,6
8,8,Byousoku 5 Centimeter,7
13,13,Gyakkyou Burai Kaiji: Hakairoku-hen,9
14,14,Gyakkyou Burai Kaiji: Ultimate Survivor,9
15,15,Hunter x Hunter (2011),9
17,17,JoJo no Kimyou na Bouken (TV),7
18,18,JoJo no Kimyou na Bouken: Stardust Crusaders,3
19,19,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,3
20,20,Kotonoha no Niwa,6
21,21,Mahouka Koukou no Rettousei,3
22,22,Mob Psycho 100,7
23,23,Mousou Dairinin,10
24,24,No Game No Life,4
25,25,One Punch Man,5
27,27,Osomatsu-san,7
28,28,Perfect Blue,8
29,29,Ping Pong The Animation,10
31,31,Redline,4
33,33,Shouwa Genroku Rakugo Shinjuu,9
34,34,Sword Art Online,2
36,36,Tonari no Seki-kun,6
37,37,True Tears,5
38,38,Tsumiki no Ie,9
39,39,Working!!,5
