,Unnamed: 0.1.1,Name,Score
0,0.0,Aho Girl,6
2,2.0,Amagi Brilliant Park,7
3,3.0,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,10
5,5.0,Ano Natsu de Matteru,7
6,6.0,Ao Haru Ride,8
8,8.0,Bakemonogatari,7
9,9.0,Barakamon,7
10,10.0,Boku no Hero Academia,8
11,11.0,Boku wa Tomodachi ga Sukunai,7
12,12.0,Boku wa Tomodachi ga Sukunai Next,7
13,13.0,Bokura wa Minna Kawaisou,8
14,14.0,Chuunibyou demo Koi ga Shitai!,8
15,15.0,Chuunibyou demo Koi ga Shitai! Ren,7
16,16.0,Danna ga Nani wo Itteiru ka Wakaranai Ken,7
17,17.0,Danshi Koukousei no Nichijou,8
19,19.0,Demi-chan wa Kataritai,8
22,22.0,Gabriel DropOut,7
23,23.0,Gekkan Shoujo Nozaki-kun,10
26,26.0,Golden Time,6
27,27.0,Hanamonogatari,7
28,28.0,Hanasaku Iroha,7
29,29.0,Hataraku Maou-sama!,10
30,30.0,Hibike! Euphonium,10
31,31.0,Hibike! Euphonium 2,10
32,32.0,Himouto! Umaru-chan,7
33,33.0,Hyouka,9
35,35.0,K-On!,7
36,36.0,Kaichou wa Maid-sama!,7
37,37.0,Kakegurui,6
38,38.0,Katanagatari,10
39,39.0,Kimi no Na wa.,10
40,40.0,Kizumonogatari I: Tekketsu-hen,8
41,41.0,Kizumonogatari II: Nekketsu-hen,9
42,42.0,Kizumonogatari III: Reiketsu-hen,9
43,43.0,Kobayashi-san Chi no Maid Dragon,7
45,45.0,Koe no Katachi,8
47,47.0,Kokoro Connect,9
49,49.0,Kono Bijutsubu ni wa Mondai ga Aru!,8
50,50.0,Kono Subarashii Sekai ni Shukufuku wo!,9
51,51.0,Kono Subarashii Sekai ni Shukufuku wo! 2,9
56,56.0,Kuzu no Honkai,8
57,57.0,Kyoukai no Kanata,9
58,58.0,Kyoukai no Kanata Movie: I'll Be Here - Mirai-hen,8
59,59.0,Kyousou Giga (TV),8
60,60.0,Love Lab,9
61,61.0,Mahou Shoujo Madoka Magica,6
64,64.0,Mikakunin de Shinkoukei,8
65,65.0,Mob Psycho 100,7
66,66.0,Monogatari Series: Second Season,8
67,67.0,New Game!,7
68,68.0,New Game!!,7
70,70.0,Nisekoi,7
71,71.0,Nisekoi:,7
72,72.0,Nisemonogatari,8
73,73.0,No Game No Life,7
74,74.0,Ore no Imouto ga Konnani Kawaii Wake ga Nai,6
77,77.0,Owarimonogatari,9
78,78.0,Owarimonogatari 2nd Season,9
80,80.0,Re:Zero kara Hajimeru Isekai Seikatsu,6
81,81.0,ReLIFE,9
84,84.0,Sabage-bu!,7
85,85.0,Saenai Heroine no Sodatekata,7
88,88.0,Sakurasou no Pet na Kanojo,10
89,89.0,Shigatsu wa Kimi no Uso,9
91,91.0,Shirobako,9
92,92.0,Suzumiya Haruhi no Shoushitsu,8
93,93.0,Suzumiya Haruhi no Yuuutsu,7
95,95.0,Sword Art Online Movie: Ordinal Scale,7
96,96.0,Tanaka-kun wa Itsumo Kedaruge,8
97,97.0,Tari Tari,9
98,98.0,Tonari no Kaibutsu-kun,7
99,99.0,Tsuki ga Kirei,9
100,100.0,Tsukimonogatari,7
101,101.0,Tsurezure Children,8
102,102.0,Uchuu Patrol Luluco,8
103,103.0,Watashi ga Motete Dousunda,7
104,104.0,White Album 2,9
105,105.0,Working!!,8
106,106.0,Working!!!,9
108,108.0,Working'!!,9
109,109.0,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,9
110,110.0,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,10
112,112.0,Yamada-kun to 7-nin no Majo (TV),8
