,Unnamed: 0.1.1,Name,Score
0,0.0,Amaama to Inazuma,10
1,1.0,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,10
3,3.0,Barakamon,10
4,4.0,Chuunibyou demo Koi ga Shitai!,9
6,6.0,Danna ga Nani wo Itteiru ka Wakaranai Ken,10
7,7.0,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,9
8,8.0,Demi-chan wa Kataritai,8
9,9.0,Free!,10
10,10.0,Free!: Eternal Summer,9
14,14.0,Gantz:O,7
15,15.0,Handa-kun,9
17,17.0,Heisei Tanuki Gassen Ponpoko,8
19,19.0,Himouto! Umaru-chan,10
21,21.0,Hotaru no Haka,7
23,23.0,Kaichou wa Maid-sama!,10
26,26.0,Kappa no Coo to Natsuyasumi,7
27,27.0,Kuroshitsuji,10
28,28.0,Kuroshitsuji II,10
31,31.0,Kuroshitsuji: Book of Circus,10
34,34.0,Little Witch Academia,8
35,35.0,Little Witch Academia: Mahoujikake no Parade,10
38,38.0,Mirai Nikki (TV),10
39,39.0,Nanatsu no Taizai,10
41,41.0,Nanatsu no Taizai: Seisen no Shirushi,10
42,42.0,Nanbaka,10
44,44.0,New Game!,8
45,45.0,No Game No Life,10
47,47.0,Ore no Imouto ga Konnani Kawaii Wake ga Nai,10
49,49.0,Oushitsu Kyoushi Heine,10
50,50.0,Owari no Seraph,9
52,52.0,Sakamoto desu ga?,10
54,54.0,Sakurasou no Pet na Kanojo,10
55,55.0,Sen to Chihiro no Kamikakushi,9
56,56.0,Shingeki no Kyojin,10
58,58.0,Shingeki no Kyojin Season 2,10
62,62.0,Tokyo Ghoul,9
63,63.0,Toradora!,10
65,65.0,Udon no Kuni no Kiniro Kemari,10
68,68.0,Watashi ga Motete Dousunda,7
69,69.0,Yuri!!! on Ice,10
