,Unnamed: 0.1.1,Name,Score
0,0,Akame ga Kill!,8
1,1,Aldnoah.Zero,9
3,3,Amagi Brilliant Park,7
4,4,Angel Beats!,7
5,5,Ansatsu Kyoushitsu (TV),8
6,6,Black Bullet,8
7,7,Bleach,8
8,8,Bleach Movie 1: Memories of Nobody,7
9,9,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,7
10,10,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,7
11,11,Bleach Movie 4: Jigoku-hen,9
13,13,Blood Lad,7
14,14,Boku dake ga Inai Machi,8
16,16,Charlotte,8
17,17,Chrome Shelled Regios,7
18,18,Code Geass: Hangyaku no Lelouch,10
19,19,Code Geass: Hangyaku no Lelouch R2,10
21,21,Darker than Black: Kuro no Keiyakusha,8
22,22,Darker than Black: Ryuusei no Gemini,7
23,23,Death Note,10
24,24,Densetsu no Yuusha no Densetsu,7
28,28,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,7
29,29,Fate/stay night,7
30,30,Fate/stay night: Unlimited Blade Works,9
31,31,Fate/stay night: Unlimited Blade Works 2nd Season,9
32,32,Fate/Zero,9
33,33,Fate/Zero 2nd Season,9
34,34,Fullmetal Alchemist,8
35,35,Fullmetal Alchemist: Brotherhood,9
38,38,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",9
39,39,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",9
41,41,Hataraku Maou-sama!,7
44,44,Hunter x Hunter (2011),10
48,48,Inazuma Eleven,8
50,50,Kaze no Stigma,7
51,51,Kimi no Na wa.,7
52,52,Kiseijuu: Sei no Kakuritsu,8
53,53,Kono Subarashii Sekai ni Shukufuku wo!,7
54,54,Kono Subarashii Sekai ni Shukufuku wo! 2,7
55,55,Kore wa Zombie Desu ka?,6
57,57,Log Horizon,9
58,58,Log Horizon 2nd Season,7
59,59,Mahouka Koukou no Rettousei,8
61,61,Mayo Chiki!,7
65,65,Mob Psycho 100,9
66,66,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,7
68,68,Nanatsu no Taizai,8
69,69,Needless,7
70,70,No Game No Life,8
71,71,Noragami,7
72,72,Noragami Aragoto,7
73,73,One Punch Man,9
74,74,Overlord,8
75,75,Owari no Seraph,9
76,76,Owari no Seraph: Nagoya Kessen-hen,9
77,77,Psycho-Pass,8
78,78,Psycho-Pass 2,8
80,80,Rakudai Kishi no Cavalry,8
81,81,Re:Creators,7
82,82,Re:Zero kara Hajimeru Isekai Seikatsu,7
86,86,Sakamoto desu ga?,7
88,88,Shingeki no Kyojin,9
89,89,Shingeki no Kyojin Season 2,9
90,90,Shokugeki no Souma,9
91,91,Shokugeki no Souma: Ni no Sara,9
92,92,Steins;Gate,9
95,95,Sword Art Online,7
97,97,Sword Art Online Movie: Ordinal Scale,7
98,98,Tengen Toppa Gurren Lagann,10
99,99,Tokyo Ghoul,8
101,101,Trinity Seven,6
103,103,Zero no Tsukaima,6
104,104,Zero no Tsukaima F,5
105,105,Zero no Tsukaima: Futatsuki no Kishi,6
106,106,Zero no Tsukaima: Princesses no Rondo,6
107,107,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,8
