,Unnamed: 0.1.1,Name,Score
3,3.0,Accel World,10
7,7.0,Ajin 2nd Season,10
15,15.0,Angel Beats!,8
17,17.0,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,8
22,22.0,Ao no Exorcist,7
23,23.0,Ao no Exorcist: Kyoto Fujouou-hen,10
30,30.0,Baka to Test to Shoukanjuu,8
33,33.0,Beelzebub,7
53,53.0,Clannad,7
54,54.0,Clannad: After Story,7
63,63.0,Death Note,8
68,68.0,Drifters,10
72,72.0,Fate/stay night,8
88,88.0,Girls und Panzer,10
89,89.0,Girls und Panzer der Film,10
108,108.0,Highschool of the Dead,9
119,119.0,K-On!,10
121,121.0,Kami nomi zo Shiru Sekai,8
122,122.0,Kami nomi zo Shiru Sekai II,7
124,124.0,KanColle Movie,10
129,129.0,Kaze no Stigma,8
131,131.0,Kimi no Na wa.,10
135,135.0,Koe no Katachi,10
139,139.0,Kore wa Zombie Desu ka?,8
141,141.0,Kotonoha no Niwa,10
146,146.0,Kuroko no Basket: Last Game,10
166,166.0,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,8
182,182.0,Nurarihyon no Mago,8
186,186.0,One Punch Man,10
190,190.0,Ore no Imouto ga Konnani Kawaii Wake ga Nai,8
209,209.0,ReLIFE,8
211,211.0,Rewrite 2nd Season,8
219,219.0,Sankarea,10
224,224.0,Sengoku Basara Two,8
230,230.0,Shingeki no Kyojin,10
232,232.0,Shirobako,10
238,238.0,Soredemo Sekai wa Utsukushii,8
240,240.0,Steins;Gate,10
242,242.0,Strike Witches 2,8
243,243.0,Strike Witches Movie,10
244,244.0,Summer Wars,10
247,247.0,Sword Art Online Movie: Ordinal Scale,10
250,250.0,Tales of Zestiria the X,10
251,251.0,Tales of Zestiria the X 2nd Season,8
254,254.0,Toaru Kagaku no Railgun,7
255,255.0,Toaru Majutsu no Index,8
256,256.0,Toaru Majutsu no Index II,8
260,260.0,Watashi ga Motete Dousunda,8
