,Unnamed: 0.1.1,Name,Score
1,1.0,3-gatsu no Lion,7
2,2.0,Afro Samurai,7
3,3.0,Ajin,7
4,4.0,Akame ga Kill!,6
5,5.0,Amaama to Inazuma,8
6,6.0,Angel Beats!,7
7,7.0,Another,4
8,8.0,Ansatsu Kyoushitsu (TV),7
9,9.0,Ao no Exorcist,6
11,11.0,Bakemonogatari,7
12,12.0,Black Bullet,5
14,14.0,Blood Lad,6
15,15.0,Boku dake ga Inai Machi,8
16,16.0,Boku no Hero Academia,8
17,17.0,Btooom!,6
18,18.0,Bungou Stray Dogs,7
19,19.0,Charlotte,7
20,20.0,Chuunibyou demo Koi ga Shitai!,7
21,21.0,Chuunibyou demo Koi ga Shitai! Ren,7
22,22.0,Clannad,6
23,23.0,Clannad: After Story,8
24,24.0,Code Geass: Hangyaku no Lelouch,8
25,25.0,Code Geass: Hangyaku no Lelouch R2,8
28,28.0,Cowboy Bebop,9
29,29.0,Deadman Wonderland,7
30,30.0,Death Note,7
31,31.0,Death Parade,7
32,32.0,Dragon Ball,7
34,34.0,Dragon Ball Z,7
35,35.0,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,6
36,36.0,Fairy Tail,6
37,37.0,Fairy Tail (2014),6
38,38.0,Fate/stay night: Unlimited Blade Works,6
40,40.0,Fate/stay night: Unlimited Blade Works 2nd Season,6
41,41.0,FLCL,8
42,42.0,Fullmetal Alchemist,7
43,43.0,Fullmetal Alchemist: Brotherhood,10
44,44.0,Gamers!,6
45,45.0,Ghost in the Shell: Stand Alone Complex,7
46,46.0,God Eater,6
48,48.0,Golden Time,7
49,49.0,Guilty Crown,5
50,50.0,Gungrave,8
51,51.0,Gyakkyou Burai Kaiji: Hakairoku-hen,8
52,52.0,Gyakkyou Burai Kaiji: Ultimate Survivor,8
53,53.0,Hai to Gensou no Grimgar,6
54,54.0,Haikyuu!!,7
55,55.0,Haikyuu!! Second Season,7
56,56.0,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,7
57,57.0,Hataraku Maou-sama!,8
58,58.0,Higashi no Eden,7
59,59.0,Highschool of the Dead,6
60,60.0,Howl no Ugoku Shiro,7
61,61.0,Hunter x Hunter (2011),8
63,63.0,K: Return of Kings,6
64,64.0,Kill la Kill,7
65,65.0,Kimi no Na wa.,9
66,66.0,Kiseijuu: Sei no Kakuritsu,8
67,67.0,Kiznaiver,6
68,68.0,Kizumonogatari I: Tekketsu-hen,6
69,69.0,Kobayashi-san Chi no Maid Dragon,6
70,70.0,Koe no Katachi,7
71,71.0,Kono Subarashii Sekai ni Shukufuku wo!,8
72,72.0,Kono Subarashii Sekai ni Shukufuku wo! 2,7
74,74.0,Kuroko no Basket,7
75,75.0,Kuroko no Basket 2nd Season,7
76,76.0,Kuroko no Basket 3rd Season,7
81,81.0,Kyoukai no Kanata,7
82,82.0,Magic Kaito 1412,7
83,83.0,Mahou Shoujo Madoka Magica,8
85,85.0,Mikakunin de Shinkoukei,6
86,86.0,Mirai Nikki (TV),6
87,87.0,Mob Psycho 100,7
89,89.0,Nanatsu no Taizai,7
90,90.0,Naruto,6
91,91.0,NHK ni Youkoso!,7
92,92.0,Nisekoi,6
93,93.0,Nisemonogatari,6
94,94.0,No Game No Life,8
95,95.0,One Punch Man,8
96,96.0,Overlord,7
97,97.0,Owari no Seraph,6
98,98.0,Owari no Seraph: Nagoya Kessen-hen,6
100,100.0,Ping Pong The Animation,8
101,101.0,Psycho-Pass,7
104,104.0,Re:Zero kara Hajimeru Isekai Seikatsu,7
105,105.0,Rozen Maiden,6
107,107.0,Sakamoto desu ga?,7
108,108.0,Samurai Champloo,8
110,110.0,Sekirei: Pure Engagement,7
111,111.0,Sen to Chihiro no Kamikakushi,6
112,112.0,Shaman King,6
113,113.0,Shigatsu wa Kimi no Uso,8
114,114.0,Shiki,6
115,115.0,Shingeki no Kyojin,7
116,116.0,Shingeki no Kyojin Season 2,6
117,117.0,Shokugeki no Souma,7
118,118.0,Shokugeki no Souma: Ni no Sara,7
119,119.0,Sora no Otoshimono,6
120,120.0,Sora no Otoshimono: Forte,6
121,121.0,Soul Eater,7
122,122.0,Steins;Gate,9
125,125.0,Suzumiya Haruhi no Shoushitsu,9
126,126.0,Suzumiya Haruhi no Yuuutsu,8
128,128.0,Sword Art Online,5
130,130.0,Tengen Toppa Gurren Lagann,9
131,131.0,Toaru Kagaku no Railgun,7
132,132.0,Toaru Kagaku no Railgun S,7
133,133.0,Toaru Majutsu no Index,5
134,134.0,Tokyo Ghoul,7
135,135.0,Tonari no Totoro,7
136,136.0,Toradora!,7
137,137.0,Trigun,7
138,138.0,Watashi ga Motete Dousunda,7
139,139.0,Wolf's Rain,7
140,140.0,Youjo Senki,7
