,Unnamed: 0.1.1,Name,Score
1,1,Fullmetal Alchemist: Brotherhood,9
3,3,Kaichou wa Maid-sama!,9
4,4,Kimi no Na wa.,10
5,5,Koe no Katachi,9
6,6,Nodame Cantabile,9
7,7,Nodame Cantabile Finale,8
8,8,Nodame Cantabile: Paris-hen,7
9,9,Noragami,8
10,10,Noragami Aragoto,9
11,11,Shigatsu wa Kimi no Uso,10
12,12,Tengen Toppa Gurren Lagann,10
13,13,Tsurezure Children,8
14,14,Working!!,8
15,15,Working!!!,8
16,16,WWW.Working!!,8
17,17,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,9
18,18,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,9
