,Unnamed: 0.1.1,Name,Score
0,0,Akame ga Kill!,6
1,1,Akatsuki no Yona,7
4,4,Angel Beats!,8
5,5,Another,5
6,6,Ansatsu Kyoushitsu (TV),7
7,7,Ao no Exorcist,7
8,8,Ao no Exorcist: Kyoto Fujouou-hen,7
10,10,Arslan Senki (TV),6
12,12,Black Bullet,7
15,15,Blood Lad,5
18,18,Boku dake ga Inai Machi,8
19,19,Boku no Hero Academia,7
20,20,Bungou Stray Dogs,7
21,21,Bungou Stray Dogs 2nd Season,8
24,24,Code Geass: Hangyaku no Lelouch,9
27,27,Darker than Black: Kuro no Keiyakusha,7
28,28,Date A Live,6
29,29,Death Note,5
30,30,Death Parade,7
35,35,Drifters,8
36,36,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,6
37,37,Fate/stay night,7
38,38,Fullmetal Alchemist,7
40,40,Great Teacher Onizuka,10
41,41,Hamatora The Animation,7
43,43,Highschool of the Dead,5
44,44,Hunter x Hunter (2011),7
45,45,Inu x Boku SS,8
46,46,InuYasha,7
48,48,Kami nomi zo Shiru Sekai,8
49,49,Kami nomi zo Shiru Sekai II,6
50,50,Katekyo Hitman Reborn!,7
51,51,Kekkai Sensen,8
52,52,Kiseijuu: Sei no Kakuritsu,9
53,53,Kiznaiver,7
54,54,Kobayashi-san Chi no Maid Dragon,8
55,55,Kuroshitsuji,6
56,56,Little Witch Academia (TV),8
58,58,Mirai Nikki (TV),5
59,59,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,8
61,61,Nanbaka,7
62,62,Naruto,7
63,63,No Game No Life,9
64,64,Noragami,7
65,65,Noragami Aragoto,6
66,66,One Punch Man,8
67,67,Oushitsu Kyoushi Heine,8
68,68,Owari no Seraph,7
69,69,Prison School,7
70,70,Psycho-Pass,8
74,74,Re:Zero kara Hajimeru Isekai Seikatsu,8
75,75,Sakamoto desu ga?,6
76,76,Saraiya Goyou,8
78,78,Shaman King,7
79,79,Shiki,7
80,80,Shokugeki no Souma,8
81,81,Soul Eater,6
83,83,Steins;Gate,8
84,84,Tales of Zestiria the X,5
85,85,Tokyo Ghoul,6
88,88,Udon no Kuni no Kiniro Kemari,8
89,89,World Trigger,7
90,90,Youjo Senki,7
91,91,Yuu Yuu Hakusho,8
92,92,Zankyou no Terror,6
94,94,Zetsuen no Tempest,4
