,Unnamed: 0.1.1,Name,Score
5,5,Another,9
7,7,Boku dake ga Inai Machi,9
8,8,Boku wa Tomodachi ga Sukunai,8
9,9,Btooom!,9
13,13,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,7
14,14,Danna ga Nani wo Itteiru ka Wakaranai Ken,7
15,15,Date A Live,8
16,16,Date A Live II,8
17,17,Deadman Wonderland,9
18,18,Death Note,10
19,19,Digimon Adventure,10
22,22,Digimon Tamers,9
23,23,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,8
27,27,Higashi no Eden,8
28,28,High School DxD,10
29,29,High School DxD BorN,10
30,30,High School DxD New,10
31,31,Highschool of the Dead,6
32,32,Hotaru no Haka,9
35,35,Mirai Nikki (TV),10
39,39,No Game No Life,10
43,43,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",9
44,44,Prison School,9
49,49,Serial Experiments Lain,8
51,51,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,8
53,53,Sword Art Online,10
56,56,Toki wo Kakeru Shoujo,10
57,57,Toradora!,8
58,58,Trinity Seven,9
59,59,White Album 2,8
60,60,Yamada-kun to 7-nin no Majo (TV),9
