,Unnamed: 0.1.1,Name,Score
0,0,Akame ga Kill!,8
1,1,Another,8
2,2,Bakemonogatari,10
3,3,Boku wa Tomodachi ga Sukunai,8
4,4,Boku wa Tomodachi ga Sukunai Next,8
5,5,D.Gray-man,8
6,6,Death Parade,7
7,7,Elfen Lied,6
8,8,Fairy Tail,9
9,9,Fairy Tail (2014),9
10,10,Fate/stay night,6
11,11,Fate/stay night Movie: Unlimited Blade Works,7
12,12,Fate/stay night: Unlimited Blade Works,9
13,13,Fate/stay night: Unlimited Blade Works 2nd Season,7
14,14,Fate/Zero,7
15,15,Fate/Zero 2nd Season,7
16,16,Fullmetal Alchemist: Brotherhood,10
17,17,Ghost in the Shell,9
18,18,Ghost in the Shell 2: Innocence,9
19,19,Grisaia no Kajitsu,6
20,20,Grisaia no Rakuen,6
21,21,Guilty Crown,8
22,22,Hunter x Hunter (2011),10
23,23,Hyouka,7
24,24,InuYasha,8
25,25,InuYasha: Kanketsu-hen,8
26,26,Kill la Kill,8
28,28,Kimi ni Todoke,7
29,29,Kimi ni Todoke 2nd Season,7
30,30,Kokoro ga Sakebitagatterunda.,8
31,31,Kyoukai no Kanata,6
32,32,Mirai Nikki (TV),7
33,33,Mononoke Hime,7
34,34,Nagi no Asukara,7
35,35,Naruto,8
36,36,Nekomonogatari: Kuro,9
37,37,Nisemonogatari,10
39,39,One Piece Film: Strong World,8
41,41,One Piece Film: Z,7
42,42,Samurai Champloo,8
43,43,Sen to Chihiro no Kamikakushi,7
44,44,Shingeki no Kyojin,8
46,46,Soul Eater,8
47,47,Tokyo Ghoul,7
49,49,Trigun,8
50,50,Trinity Seven,6
51,51,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,7
52,52,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,7
53,53,Yuu Yuu Hakusho,8
