,Unnamed: 0.1.1,Name,Score
0,0,Akagami no Shirayuki-hime,7
1,1,Akagami no Shirayuki-hime 2nd Season,7
3,3,Akame ga Kill!,7
4,4,Aldnoah.Zero,7
6,6,Angel Beats!,8
7,7,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,10
8,8,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,7
9,9,Another,7
11,11,Ao Haru Ride,9
13,13,Ao no Exorcist,10
14,14,Ao no Exorcist Movie,7
18,18,Black Bullet,7
19,19,Blood Lad,6
20,20,Boku no Hero Academia,6
21,21,Boku wa Tomodachi ga Sukunai,7
22,22,Boku wa Tomodachi ga Sukunai Next,7
27,27,Btooom!,8
28,28,Bungou Stray Dogs,8
29,29,Byousoku 5 Centimeter,7
30,30,Charlotte,8
33,33,Code Geass: Hangyaku no Lelouch,9
35,35,Code Geass: Hangyaku no Lelouch R2,9
38,38,Date A Live,6
41,41,Death Note,10
42,42,Death Parade,9
46,46,Digimon Adventure,10
50,50,Free!,8
51,51,Free!: Eternal Summer,8
53,53,Gekkan Shoujo Nozaki-kun,9
54,54,Hai to Gensou no Grimgar,5
55,55,Haikyuu!!,10
56,56,Haikyuu!! Movie 1: Owari to Hajimari,8
57,57,Haikyuu!! Movie 2: Shousha to Haisha,8
58,58,Haikyuu!! Second Season,10
59,59,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,10
62,62,Hamatora The Animation,7
63,63,Hataraku Maou-sama!,9
64,64,Highschool of the Dead,6
66,66,Hotaru no Haka,5
67,67,Hotarubi no Mori e,10
68,68,Howl no Ugoku Shiro,10
69,69,K,10
70,70,K: Missing Kings,8
71,71,Kaichou wa Maid-sama!,7
73,73,Kamisama Hajimemashita,9
76,76,Kimi ni Todoke,7
77,77,Kimi ni Todoke 2nd Season,6
78,78,Kimi no Na wa.,10
79,79,Kiznaiver,9
80,80,Koe no Katachi,10
81,81,Kokoro ga Sakebitagatterunda.,10
82,82,Kotonoha no Niwa,8
83,83,Kuroko no Basket,7
84,84,Kuroko no Basket 2nd Season,7
85,85,Kuroko no Basket 3rd Season,8
87,87,Kuroshitsuji,8
88,88,Love Live! School Idol Project,7
89,89,Love Live! School Idol Project 2nd Season,9
90,90,Mahouka Koukou no Rettousei,8
91,91,Majo no Takkyuubin,5
92,92,Mirai Nikki (TV),6
94,94,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,9
95,95,Nanatsu no Taizai,7
98,98,Nisekoi,6
100,100,Nisekoi:,5
101,101,No Game No Life,9
102,102,Noragami,9
103,103,Ookami Kodomo no Ame to Yuki,10
104,104,Ookami Shoujo to Kuro Ouji,6
106,106,Ookiku Furikabutte,5
108,108,Ouran Koukou Host Club,10
109,109,Owari no Seraph,10
111,111,Owari no Seraph: Nagoya Kessen-hen,9
113,113,Piano no Mori,9
115,115,Sakamoto desu ga?,7
116,116,Sen to Chihiro no Kamikakushi,10
117,117,Shingeki no Kyojin,10
122,122,Shokugeki no Souma,10
123,123,Special A,7
125,125,Sukitte Ii na yo.,6
126,126,Sword Art Online,7
128,128,Tamako Love Story,9
129,129,Tanaka-kun wa Itsumo Kedaruge,9
130,130,Toki wo Kakeru Shoujo,10
131,131,Tokyo Ghoul,8
133,133,Tonari no Kaibutsu-kun,9
134,134,Tonari no Totoro,7
135,135,Toradora!,9
136,136,Trinity Seven,5
138,138,True Tears,4
141,141,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,7
143,143,Yamada-kun to 7-nin no Majo (TV),6
144,144,Zankyou no Terror,10
145,145,Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai,8
