,Name,Rating,Popularity,Studio,Type,Genres,Era
1034,Noein: Mou Hitori no Kimi e,7.72,61086.0,Satelight,TV,Adventure/Drama/Sci-Fi/Slice of Life,Classic
1035,One Piece Movie 4: Dead End no Bouken,7.72,45687.0,Toei Animation,Movie,Action/Adventure/Comedy/Super Power/Fantasy/Shounen,Classic
1036,Orange,7.72,236594.0,Telecom Animation Film,TV,Sci-Fi/Drama/Romance/School/Shoujo,New
1037,Over Drive,7.72,30982.0,Xebec,TV,Shounen/Sports,New
1038,Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,7.72,8214.0,Xebec Zwei,TV,Action/Drama/Mecha/Military/Sci-Fi,New
1039,The iDOLM@STER,7.72,93126.0,A-1 Pictures,TV,Music/Comedy/Drama,New
1040,Toriko,7.72,63904.0,Toei Animation,TV,Action/Adventure/Comedy/Fantasy/Shounen,New
1041,UN-GO: Inga-ron,7.72,25837.0,Bones,Movie,Mystery/Supernatural,New
1043,Wakakusa Monogatari: Nan to Jo-sensei,7.72,2992.0,Nippon Animation,TV,Drama/Historical/School/Slice of Life,Old
1044,Black Jack (TV),7.71,17974.0,Tezuka Productions,TV,Drama,Classic
1045,Black Jack 21,7.71,7058.0,Tezuka Productions,TV,Action/Drama,Classic
1048,GetBackers,7.71,80807.0,Studio Deen,TV,Action/Comedy/Drama/Mystery/Shounen/Super Power/Supernatural,Classic
1051,Kekkai Sensen,7.71,286716.0,Bones,TV,Action/Super Power/Supernatural/Vampire/Fantasy/Shounen,New
1052,Kekkaishi,7.71,68717.0,Sunrise,TV,Adventure/Comedy/Fantasy/Shounen,Classic
1056,Master Keaton,7.71,11288.0,Madhouse,TV,Adventure/Mystery,Classic
1057,Mitsudomoe,7.71,63476.0,Bridge,TV,Comedy/School/Slice of Life,New
1058,Mobile Police Patlabor: On Television,7.71,18541.0,Sunrise,TV,Comedy/Mecha/Police/Sci-Fi,Old
1059,Sword Art Online,7.71,1112380.0,A-1 Pictures,TV,Action/Adventure/Fantasy/Game/Romance,New
1060,Uchuu Senkan Yamato,7.71,12743.0,Group TAC,TV,Action/Military/Sci-Fi/Adventure/Space/Drama,Old
1061,World Trigger,7.71,130935.0,Toei Animation,TV,Action/Sci-Fi/Supernatural/School/Shounen,New
1062,Chuuka Ichiban!,7.7,9681.0,Nippon Animation,TV,Action/Comedy/Drama/Shounen,Classic
1063,Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,7.7,65703.0,Toei Animation,Movie,Adventure/Comedy/Fantasy/Sci-Fi/Shounen,Classic
1064,Gensoumaden Saiyuuki,7.7,35957.0,Studio Pierrot,TV,Adventure/Comedy/Supernatural/Drama/Shounen,Classic
1066,Hungry Heart: Wild Striker,7.7,14980.0,Nippon Animation,TV,Slice of Life/Comedy/Sports/Shounen,Classic
1067,K,7.7,356163.0,GoHands,TV,Action/Super Power/Supernatural,New
1069,Kuzu no Honkai,7.7,197650.0,Lerche,TV,Drama/Romance/School/Seinen,New
1072,Seitokai Yakuindomo,7.7,253802.0,GoHands,TV,Comedy/School/Shounen/Slice of Life,New
1073,Sengoku Basara Two,7.7,46894.0,Production I.G,TV,Action/Historical/Martial Arts/Samurai/Super Power,New
1074,Shakugan no Shana III (Final),7.7,150046.0,J.C.Staff,TV,Action/Supernatural/Drama/Romance/Fantasy,New
1075,Uchuu Kyoudai: Number Zero,7.7,3390.0,A-1 Pictures,Movie,Sci-Fi/Slice of Life/Space/Comedy/Seinen,New
1076,Waga Seishun no Arcadia,7.7,5062.0,Toei Animation,Movie,Action/Adventure/Drama/Sci-Fi/Space,Old
1078,Fune wo Amu,7.69,47554.0,Zexcs,TV,Slice of Life/Drama/Romance,New
1079,Gakkougurashi!,7.69,180173.0,Lerche,TV,Horror/Mystery/Psychological/School/Slice of Life,New
1080,Hal,7.69,63339.0,Wit Studio,Movie,Sci-Fi/Romance/Shoujo,New
1081,Inazuma Eleven,7.69,56200.0,OLM,TV,Sports/Super Power/Shounen,New
1085,Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,7.7,9244.0,Production I.G,Movie,Sports/School/Shounen,New
1086,Kyoukaisenjou no Horizon II,7.69,52593.0,Sunrise,TV,Action/Fantasy/Sci-Fi,New
1087,Lady Lady!!,7.69,3099.0,Toei Animation,TV,Drama/Historical,Old
1088,Layton Kyouju to Eien no Utahime,7.69,14681.0,OLM,Movie,Mystery,New
1089,Shakugan no Shana,7.69,334838.0,J.C.Staff,TV,Action/Drama/Fantasy/Romance/School/Supernatural,Classic
1090,Shounen Onmyouji,7.69,36777.0,Studio Deen,TV,Action/Magic/Fantasy/Supernatural/Demons/Historical/Shoujo,Classic
1091,Strike Witches Movie,7.69,26675.0,AIC,Movie,Action/Ecchi/Magic/Military/Sci-Fi,New
1092,Sukitte Ii na yo.,7.69,279496.0,Zexcs,TV,Romance/School/Shoujo,New
1093,Tamayura: Sotsugyou Shashin Part 1 - Kizashi,7.69,5410.0,TYO Animations,Movie,Comedy/Drama/Slice of Life,New
1094,Tonari no Seki-kun,7.69,106478.0,Shin-Ei Animation,TV,Comedy/School/Seinen,New
1095,Tsubasa Chronicle 2nd Season,7.69,85013.0,Bee Train,TV,Action/Adventure/Fantasy/Romance/Supernatural/Drama/Mystery/Shounen,Classic
1096,Ushio to Tora (TV),7.69,110155.0,MAPPA,TV,Action/Adventure/Comedy/Demons/Shounen/Supernatural,New
1098,Yuru Yuri,7.69,174865.0,Doga Kobo,TV,Comedy/School/Shoujo Ai/Slice of Life,New
1099,Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,7.69,2015.0,Sunrise,TV,Action/Mecha/Sci-Fi/Super Power,Classic
1100,Zero no Tsukaima: Futatsuki no Kishi,7.69,274325.0,J.C.Staff,TV,Action/Adventure/Harem/Comedy/Magic/Romance/Ecchi/Fantasy/School,New
1101,Arakawa Under the Bridge,7.68,190508.0,Shaft,TV,Comedy/Romance/Seinen,New
1102,Ashita no Nadja,7.68,15733.0,Toei Animation,TV,Adventure/Drama/Historical/Romance/Shoujo,Classic
1105,Final Fantasy VII: Advent Children - Venice Film Festival Footage,7.68,7383.0,add some,Movie,Action/Fantasy/Drama/Sci-Fi,Classic
1107,Gantz:O,7.68,25992.0,Digital Frontier,Movie,Action/Sci-Fi/Horror/Psychological/Supernatural/Drama/Ecchi/Seinen,New
1108,Giant Killing,7.68,41645.0,Studio Deen,TV,Sports/Drama/Seinen,New
1109,Gugure! Kokkuri-san,7.68,103843.0,TMS Entertainment,TV,Comedy/Shounen/Supernatural,New
1112,High School DxD BorN,7.68,255861.0,TNK,TV,Action/Harem/Comedy/Demons/Romance/Ecchi/School,New
1113,Ike! Ina-chuu Takkyuubu,7.68,9079.0,Studio Hibari,TV,Comedy/Ecchi/School/Sports,Classic
1114,InuYasha: Toki wo Koeru Omoi,7.68,56072.0,Kyoto Animation,Movie,Adventure/Comedy/Demons/Drama/Fantasy/Historical/Romance/Shounen/Super Power,Classic
1115,Kara no Kyoukai 6: Boukyaku Rokuon,7.68,105585.0,ufotable,Movie,Action/Magic/Mystery/Romance/Supernatural/Thriller,New
1117,Mainichi Kaasan,7.68,1912.0,add some,TV,Slice of Life/Comedy,New
1118,Ojiisan no Lamp,7.68,13307.0,Telecom Animation Film,Movie,Drama/Historical,New
1120,Ouritsu Uchuugun: Honneamise no Tsubasa,7.68,21686.0,Gainax,Movie,Action/Drama/Military/Sci-Fi/Space,Old
1123,Sakamoto desu ga?,7.68,244110.0,Studio Deen,TV,Comedy/School/Seinen,New
1124,Shingeki no Kyojin Movie 1: Guren no Yumiya,7.68,41475.0,Wit Studio,Movie,Action/Drama/Fantasy/Shounen/Super Power,New
1126,Super Lovers 2,7.68,28336.0,Studio Deen,TV,Slice of Life/Comedy/Drama/Romance/Shounen Ai,New
1128,Towa no Quon 5: Souzetsu no Raifuku,7.68,20742.0,Bones,Movie,Action/Super Power/Supernatural,New
1129,Aa! Megami-sama!: Sorezore no Tsubasa,7.67,45501.0,AIC,TV,Comedy/Magic/Romance/Seinen/Supernatural,Classic
1130,Ano Natsu de Matteru,7.67,197550.0,J.C.Staff,TV,Comedy/Drama/Romance/Sci-Fi/Slice of Life,New
1131,Basilisk: Kouga Ninpou Chou,7.67,110804.0,Gonzo,TV,Action/Adventure/Historical/Supernatural/Romance/Samurai/Fantasy,Classic
1133,Evangelion: 3.0 You Can (Not) Redo,7.67,158251.0,Khara,Movie,Action/Sci-Fi/Mecha,New
1134,Grisaia no Kajitsu,7.67,230246.0,8bit,TV,Drama/Harem/Psychological/Romance/School,New
1137,Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,7.67,5602.0,OLM,Movie,Sci-Fi/Sports/Super Power/Shounen,New
1138,Isshuukan Friends.,7.67,166543.0,Brain's Base,TV,Slice of Life/Comedy/School/Shounen,New
1139,Log Horizon 2nd Season,7.67,268432.0,Studio Deen,TV,Action/Game/Magic/Fantasy,New
1140,Moyashimon,7.67,48741.0,Telecom Animation Film,TV,Comedy/School/Supernatural,New
1141,Mutsu Enmei Ryuu Gaiden: Shura no Toki,7.67,15449.0,Studio Comet,TV,Action/Historical/Martial Arts/Samurai/Shounen,Classic
1143,Re:Creators,7.68,148843.0,TROYCA,TV,Action/Sci-Fi/Fantasy,New
1144,Saenai Heroine no Sodatekata,7.67,221336.0,A-1 Pictures,TV,Harem/Comedy/Romance/Ecchi/School,New
1145,Seitokai Yakuindomo Movie,7.67,10775.0,GoHands,Movie,Slice of Life/Comedy/School/Shounen,New
1146,Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,7.67,8625.0,Toei Animation,Movie,Comedy/Drama/School/Shounen/Slice of Life/Sports,Classic
1148,Toaru Majutsu no Index: Endymion no Kiseki,7.67,63051.0,J.C.Staff,Movie,Action/Sci-Fi/Super Power/Magic,New
1149,Urusei Yatsura Movie 5: Final,7.67,3221.0,add some,Movie,Action/Sci-Fi/Adventure/Comedy/Drama/Romance,Old
1150,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,7.67,73657.0,Manglobe,TV,Shounen/Supernatural,New
1151,Air Gear,7.66,217936.0,Toei Animation,TV,Action/Comedy/Ecchi/Shounen/Sports,Classic
1153,Fairy Tail Movie 1: Houou no Miko,7.66,93747.0,Satelight,Movie,Action/Adventure/Fantasy/Magic/Comedy/Shounen,New
1155,Juubee Ninpuuchou,7.66,64039.0,Madhouse,Movie,Adventure/Fantasy/Historical/Horror/Romance/Shounen/Supernatural,Old
1156,Kamisama no Memochou,7.66,148456.0,J.C.Staff,TV,Mystery,New
1157,KanColle Movie,7.66,15797.0,Diomedea,Movie,Action/Military/Sci-Fi/Drama,New
1158,Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,7.67,11477.0,Production I.G,Movie,Sports/School/Shounen,New
1162,Pokemon: Mewtwo no Gyakushuu,7.66,113772.0,OLM,Movie,Action/Adventure/Comedy/Drama/Fantasy/Kids,Classic
1163,Amagi Brilliant Park,7.65,272008.0,Kyoto Animation,TV,Comedy/Magic,New
1165,Digimon Tamers,7.65,107596.0,Toei Animation,TV,Adventure/Comedy/Drama/Fantasy/Shounen,Classic
1166,Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,7.65,1945.0,Shin-Ei Animation,Movie,Adventure/Comedy/Fantasy,New
1167,Fantastic Children,7.65,19689.0,Nippon Animation,TV,Adventure/Fantasy/Mystery/Romance/Sci-Fi,Classic
1169,Ghost in the Shell: Arise - Border:2 Ghost Whispers,7.65,29899.0,Production I.G,Movie,Mecha/Police/Psychological/Sci-Fi,New
1170,Girls und Panzer,7.65,126511.0,Actas,TV,Action/Military/School,New
1172,Hanbun no Tsuki ga Noboru Sora,7.65,71016.0,Group TAC,TV,Comedy/Drama/Romance,Classic
1173,Heroic Age,7.65,71157.0,Xebec,TV,Action/Mecha/Military/Sci-Fi/Space,New
1174,Inu x Boku SS,7.65,254647.0,David Production,TV,Comedy/Supernatural/Romance/Shounen,New
1175,Jigoku Sensei Nube,7.65,10127.0,Toei Animation,TV,Adventure/Comedy/Horror/Romance/School/Shounen/Supernatural,Classic
1177,Kareshi Kanojo no Jijou,7.65,110096.0,Gainax,TV,Comedy/Drama/Romance/School/Shoujo/Slice of Life,Classic
1178,Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,7.65,2742.0,Sunrise,Movie,Comedy/Sci-Fi/Shounen,New
1179,Kiniro no Corda: Primo Passo,7.65,68522.0,Yumeta Company,TV,Comedy/Drama/Harem/Magic/Music/Romance/School/Shoujo,Classic
1180,Konjiki no Gash Bell!!,7.65,60902.0,Toei Animation,TV,Adventure/Comedy/Supernatural/Magic/Shounen,Classic
1181,Love Live! School Idol Project,7.65,199118.0,Sunrise,TV,Music/Slice of Life/School,New
1182,Love Stage!!,7.65,104538.0,J.C.Staff,TV,Comedy/Romance/Shounen Ai,New
1185,New Prince of Tennis,7.65,34536.0,Production I.G,TV,Action/Comedy/Shounen/Sports,New
1186,Oda Nobuna no Yabou,7.65,159133.0,Madhouse,TV,Comedy/Historical/Romance,New
1187,Persona 4 the Animation,7.65,151861.0,AIC A.S.T.A.,TV,Sci-Fi/Adventure/Mystery/Super Power/Supernatural/School,New
1190,Tatakae! Chou Robot Seimeitai Transformers,7.65,6066.0,Toei Animation,TV,Adventure/Mecha/Sci-Fi/Shounen,Old
1191,The iDOLM@STER Movie: Kagayaki no Mukougawa e!,7.65,14267.0,A-1 Pictures,Movie,Music/Comedy/Drama,New
1192,Toaru Majutsu no Index,7.65,364797.0,J.C.Staff,TV,Action/Magic/Sci-Fi/Super Power,New
1194,Tsubasa Chronicle,7.65,148676.0,Bee Train,TV,Action/Adventure/Fantasy/Magic/Romance/Supernatural/Shounen,Classic
1195,UFO Robo Grendizer,7.65,5087.0,Toei Animation,TV,Mecha/Sci-Fi/Shounen,Old
1196,"Yondemasu yo, Azazel-san. Z",7.65,23750.0,Production I.G,TV,Comedy/Demons/Supernatural,New
1197,Aa! Megami-sama! Movie,7.64,31246.0,AIC,Movie,Comedy/Magic/Romance/Seinen/Supernatural,Classic
1198,Arslan Senki (TV): Fuujin Ranbu,7.64,71423.0,LIDENFILMS,TV,Action/Adventure/Historical/Supernatural/Drama/Fantasy/Shounen,New
1199,Bishoujo Senshi Sailor Moon SuperS,7.64,60774.0,Toei Animation,TV,Drama/Magic/Romance/Shoujo,Classic
1200,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,7.64,134738.0,Studio Pierrot,Movie,Action/Comedy/Super Power/Supernatural/Shounen,New
1201,Boku wa Tomodachi ga Sukunai Next,7.64,256478.0,AIC Build,TV,Harem/Slice of Life/Comedy/Romance/School,New
1203,Digimon Adventure tri. 1: Saikai,7.64,68490.0,Toei Animation,Movie,Action/Adventure/Comedy/Drama,New
1206,High School DxD,7.64,495235.0,TNK,TV,Comedy/Demons/Ecchi/Harem/Romance/School,New
1209,Kaitou Saint Tail,7.64,9999.0,TMS Entertainment,TV,Adventure/Magic/Romance/Shoujo,Classic
1210,Minami-ke Okaeri,7.64,48592.0,Asread,TV,Slice of Life/Comedy/School,New
1211,Owari no Seraph,7.64,416628.0,Wit Studio,TV,Action/Drama/Shounen/Supernatural/Vampire,New
1214,Shion no Ou,7.64,22404.0,Studio Deen,TV,Drama/Game/Mystery/Thriller,New
1215,Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi,7.64,8769.0,Toei Animation,Movie,Slice of Life/Comedy/Sports/Drama/School/Shounen,Old
1216,Acchi Kocchi (TV),7.63,153045.0,AIC,TV,Comedy/Romance/School/Seinen/Slice of Life,New
1217,Ansatsu Kyoushitsu: 365-nichi no Jikan,7.64,20902.0,Lerche,Movie,Action/Comedy/School/Shounen,New
1218,Aura: Maryuuin Kouga Saigo no Tatakai,7.63,27809.0,AIC A.S.T.A.,Movie,Comedy/Supernatural/Drama/Romance/School,New
1219,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,7.63,26705.0,Toei Animation,Movie,Drama/Magic/Shoujo,Classic
1220,Btooom!,7.63,402376.0,Madhouse,TV,Action/Sci-Fi/Psychological/Seinen,New
1221,Fushigi no Umi no Nadia,7.63,29953.0,Gainax,TV,Adventure/Comedy/Historical/Romance/Sci-Fi,Old
1223,Kappa no Coo to Natsuyasumi,7.63,8090.0,Shin-Ei Animation,Movie,Adventure/Shounen,New
1224,Konnichiwa Anne: Before Green Gables,7.63,3152.0,Nippon Animation,TV,Drama/Historical/Kids/Slice of Life,New
1225,Marmalade Boy,7.63,27757.0,Toei Animation,TV,Comedy/Drama/Romance/Shoujo,Old
1227,"Momoko, Kaeru no Uta ga Kikoeru yo.",7.63,1464.0,add some,Movie,Drama/School/Slice of Life,Classic
1228,Nijuu Mensou no Musume,7.63,23132.0,Bones,TV,Action/Adventure/Mystery,New
1230,"One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",7.63,33492.0,Toei Animation,Movie,Action/Adventure/Comedy/Super Power/Fantasy/Shounen,New
1232,Patapata Hikousen no Bouken,7.63,3198.0,Telecom Animation Film,TV,Adventure/Sci-Fi,Classic
1233,Perrine Monogatari,7.63,2147.0,Nippon Animation,TV,Slice of Life/Historical/Drama/Shoujo,Old
1234,R.O.D the TV,7.63,50564.0,J.C.Staff,TV,Action/Adventure/Comedy/Drama/Sci-Fi/Super Power,Classic
1235,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,7.63,35584.0,Studio Gallop,Movie,Samurai/Historical/Drama/Shounen,Classic
1236,Yoake Tsugeru Lu no Uta,7.63,5711.0,Science SARU,Movie,Adventure/Music/Fantasy,New
1237,"Yondemasu yo, Azazel-san. (TV)",7.63,48385.0,Production I.G,TV,Comedy/Supernatural/Demons,New
1238,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,7.63,6017.0,Studio Gokumi,Movie,Slice of Life/Drama/Magic/Fantasy,New
1240,Akage no Anne,7.62,11418.0,Nippon Animation,TV,Slice of Life/Historical/Drama,Old
1244,Detective Conan: Conan vs. Kid - Jet Black Sniper,7.62,2568.0,add some,Movie,Adventure/Comedy/Mystery/Police/Shounen,Classic
1245,Digimon Adventure tri. 4: Soushitsu,7.62,20570.0,Toei Animation,Movie,Action/Adventure/Comedy/Drama,New
1246,Flying Witch,7.62,125223.0,J.C.Staff,TV,Slice of Life/Comedy/Supernatural/Magic/Shounen,New
1247,Ghost in the Shell (2015),7.62,26998.0,Production I.G,Movie,Action/Mecha/Police/Psychological/Sci-Fi,New
1249,Hakuouki Reimeiroku,7.62,33928.0,Studio Deen,TV,Action/Historical/Supernatural/Drama/Samurai/Josei,New
1250,Hellsing,7.62,357666.0,Gonzo,TV,Action/Horror/Supernatural/Vampire/Seinen,Classic
1252,Hokuto no Ken: Raoh Gaiden Gekitou-hen,7.62,5310.0,Toei Animation,Movie,Action/Adventure/Martial Arts/Romance,New
1253,InuYasha: Guren no Houraijima,7.62,54360.0,Sunrise,Movie,Adventure/Comedy/Demons/Drama/Historical/Romance/Shounen/Supernatural,Classic
1254,Kiznaiver,7.62,271611.0,Trigger,TV,Sci-Fi/Drama,New
1255,Kore wa Zombie Desu ka?,7.62,348026.0,Studio Deen,TV,Action/Comedy/Ecchi/Harem/Magic/Supernatural,New
1256,Lady Jewelpet,7.62,3938.0,Studio Comet,TV,Fantasy/Magic/Romance/Shoujo,New
1257,Little Busters!,7.62,159206.0,J.C.Staff,TV,Slice of Life/Comedy/Supernatural/Drama/School,New
1258,Ningen Shikkaku: Director's Cut-ban,7.62,4921.0,Madhouse,Movie,Drama/Historical/Psychological/Seinen,New
1259,Omoide Poroporo,7.62,48481.0,Studio Ghibli,Movie,Drama/Romance/Slice of Life,Old
1260,Plawres Sanshirou,7.62,1981.0,add some,TV,Adventure/Sports/Mecha/School/Sci-Fi/Shounen,Old
1261,PriPara,7.62,9623.0,Tatsunoko Production,TV,Music/Slice of Life/School/Shoujo,New
1265,Sora no Otoshimono,7.62,264952.0,AIC A.S.T.A.,TV,Sci-Fi/Harem/Comedy/Supernatural/Romance/Ecchi/Shounen,New
1266,Suisei no Gargantia,7.62,197091.0,Production I.G,TV,Action/Sci-Fi/Adventure/Mecha,New
1268,Towa no Quon 3: Mugen no Renza,7.62,21810.0,Bones,Movie,Action/Super Power/Supernatural,New
1270,Aldnoah.Zero,7.61,289162.0,A-1 Pictures,TV,Action/Mecha/Sci-Fi,New
1275,Detective Conan Movie 11: Jolly Roger in the Deep Azure,7.61,21862.0,TMS Entertainment,Movie,Adventure/Police/Comedy/Mystery/Shounen,New
1276,Digimon Adventure Movie,7.61,67859.0,Toei Animation,Movie,Action/Fantasy/Kids/Sci-Fi,Classic
1277,Donten ni Warau,7.61,67791.0,Doga Kobo,TV,Action/Historical/Shoujo,New
1278,Free!,7.61,317426.0,Kyoto Animation,TV,Slice of Life/Comedy/Sports/School,New
1279,Hello!! Kiniro Mosaic,7.61,40664.0,Studio Gokumi,TV,Slice of Life/Comedy/School,New
1280,Hokuto no Ken 2,7.61,13267.0,Toei Animation,TV,Action/Drama/Martial Arts/Super Power,Old
1284,Magic Knight Rayearth II,7.61,20706.0,TMS Entertainment,TV,Adventure/Drama/Fantasy/Magic/Mecha/Romance/Shoujo,Classic
1285,Mobile Fighter G Gundam,7.61,40100.0,Sunrise,TV,Sci-Fi/Adventure/Space/Comedy/Sports/Drama/Romance/Martial Arts/Mecha,Old
1288,Naruto: Shippuuden Movie 5 - Blood Prison,7.61,89819.0,Studio Pierrot,Movie,Action/Adventure/Martial Arts/Super Power/Mystery/Shounen,New
1290,Oushitsu Kyoushi Heine,7.61,48054.0,Bridge,TV,Comedy,New
1294,Casshern Sins,7.6,91521.0,Madhouse,TV,Action/Adventure/Drama/Psychological/Sci-Fi,New
1295,Chuunibyou demo Koi ga Shitai! Ren,7.6,260401.0,Kyoto Animation,TV,Comedy/Drama/Romance/School/Slice of Life,New
1296,Gallery Fake,7.6,7637.0,TMS Entertainment,TV,Mystery/Seinen,Classic
1297,Ghost in the Shell: Arise - Border:1 Ghost Pain,7.6,37672.0,Production I.G,Movie,Mecha/Police/Psychological/Sci-Fi,New
1298,Gochuumon wa Usagi desu ka?,7.6,105411.0,White Fox,TV,Slice of Life/Comedy,New
1299,Golgo 13 (TV),7.6,21815.0,The Answer Studio,TV,Action/Adventure/Drama/Thriller/Seinen,New
1301,Kuruneko,7.6,2891.0,Studio Deen,TV,Slice of Life/Comedy,New
1302,Majokko Shimai no Yoyo to Nene,7.6,10215.0,ufotable,Movie,Fantasy/Magic,New
1303,Mardock Scramble: The First Compression,7.6,47455.0,GoHands,Movie,Action/Sci-Fi/Psychological,New
1304,Metropolis,7.6,50328.0,Madhouse,Movie,Adventure/Drama/Police/Romance/Sci-Fi/Shounen,Classic
1306,Patalliro!,7.6,2941.0,Toei Animation,TV,Adventure/Comedy/Romance/Shoujo/Shounen Ai,Old
1308,Prince of Tennis: Atobe's Gift,7.6,11204.0,Trans Arts,Movie,Comedy/Shounen/Sports,Classic
1309,Salaryman Kintarou,7.6,4759.0,JCF,TV,Comedy/Drama/Seinen,Classic
1311,Shinryaku!? Ika Musume,7.6,52035.0,Diomedea,TV,Comedy/Shounen/Slice of Life,New
1312,Shoubushi Densetsu Tetsuya,7.6,4309.0,Toei Animation,TV,Game/Historical/Shounen,Classic
1313,So Ra No Wo To,7.6,96922.0,A-1 Pictures,TV,Military/Sci-Fi/Music/Slice of Life,New
1318,Uchuu Senkan Yamato 2,7.6,4088.0,add some,TV,Action/Military/Sci-Fi/Adventure/Space/Drama,Old
1321,Afro Samurai Movie,7.59,26209.0,Gonzo,Movie,Action/Adventure/Samurai,New
1322,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,7.59,104483.0,Sunrise,Movie,Action/Mecha/Military/Sci-Fi,New
1323,Darker than Black: Ryuusei no Gemini,7.59,251161.0,Bones,TV,Action/Sci-Fi/Mystery/Super Power,New
1324,Doraemon (2005),7.59,3919.0,Studio Pierrot,TV,Sci-Fi/Comedy/Kids/Shounen,Classic
1325,Dragon Ball Z Movie 14: Kami to Kami,7.59,80841.0,Toei Animation,Movie,Action/Adventure/Fantasy/Martial Arts/Shounen/Super Power,New
1326,Gokudou-kun Manyuuki,7.59,8899.0,Trans Arts,TV,Adventure/Comedy/Fantasy/Magic,Classic
1327,Kidou Senkan Nadesico,7.59,31601.0,Xebec,TV,Action/Comedy/Mecha/Military/Parody/Romance/Sci-Fi/Shounen/Space,Classic
1329,Medaka Box Abnormal,7.59,78709.0,Gainax,TV,Action/Comedy/Ecchi/Martial Arts/School/Shounen/Super Power,New
1333,Senyuu. 2,7.59,36509.0,Ordet,TV,Action/Comedy/Fantasy/Parody/Shounen,New
1334,Shigofumi,7.59,60053.0,J.C.Staff,TV,Psychological/Supernatural/Drama/Thriller/Fantasy,New
1335,Shoujo Kakumei Utena: Adolescence Mokushiroku,7.59,25102.0,J.C.Staff,Movie,Dementia/Drama/Romance/Fantasy/Shoujo/Shoujo Ai,Classic
1337,Yawara!,7.59,7887.0,Madhouse,TV,Action/Slice of Life/Martial Arts/Sports/Comedy/Romance/Drama,Old
1338,Yozakura Quartet: Hana no Uta,7.59,69221.0,Tatsunoko Production,TV,Action/Comedy/Magic/Shounen/Super Power/Supernatural,New
1339,"""Bungaku Shoujo"" Movie",7.58,45428.0,Production I.G,Movie,Mystery/Drama/Romance/School,New
1340,Amagami SS+ Plus,7.58,86147.0,AIC,TV,Slice of Life/Comedy/Romance/School,New
1341,Ayakashi: Japanese Classic Horror,7.58,39151.0,Toei Animation,TV,Fantasy/Historical/Horror,Classic
1342,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,7.58,147128.0,Studio Pierrot,Movie,Action/Adventure/Supernatural/Shounen,New
1345,"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",7.58,76382.0,Toei Animation,Movie,Adventure/Comedy/Fantasy/Sci-Fi/Shounen,Old
1347,Gabriel DropOut,7.58,125687.0,Doga Kobo,TV,Comedy/Supernatural/School/Shounen,New
1348,Ganbare Genki,7.58,984.0,Toei Animation,TV,Action/Comedy/Shounen/Sports,Old
1351,Mobile Police Patlabor: The Movie,7.58,17419.0,Production I.G,Movie,Drama/Mecha/Military/Police,Old
1353,Mugen no Ryvius,7.58,25929.0,Sunrise,TV,Drama/Mecha/Military/Psychological/Sci-Fi/Space,Classic
1355,Otome Youkai Zakuro,7.58,70823.0,J.C.Staff,TV,Military/Historical/Demons/Supernatural/Romance/Seinen,New
1357,Samurai 7,7.58,81779.0,Gonzo,TV,Historical/Mecha/Samurai/Sci-Fi,Classic
1362,Taiho Shichau zo (TV),7.58,13769.0,Studio Deen,TV,Action/Comedy/Police/Seinen,Classic
1363,Tetsujin 28-gou (2004),7.58,2160.0,Palm Studio,TV,Adventure/Mecha/Sci-Fi/Shounen,Classic
1364,Toshokan Sensou,7.58,43555.0,Production I.G,TV,Action/Military/Comedy/Romance,New
1365,Waga Seishun no Arcadia: Mugen Kidou SSX,7.58,3067.0,Toei Animation,TV,Action/Adventure/Drama/Sci-Fi/Space,Old
1367,Yowamushi Pedal: Spare Bike,7.58,5741.0,TMS Entertainment,Movie,Comedy/Sports/Drama/Shounen,New
1368,Zero no Tsukaima: Princesses no Rondo,7.58,244908.0,J.C.Staff,TV,Action/Adventure/Harem/Comedy/Magic/Romance/Ecchi/Fantasy/School,New
1369,Accel World,7.57,384440.0,Sunrise,TV,Action/Game/Sci-Fi/Romance/School,New
